match_id,date,round,team,opponent,venue,result,goalkeeper,match_name,player_id,shirt_number,listed_position,accurateBackZonePass,accurateChippedPass,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLongBalls,accuratePass,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attBxCentre,attCmissRight,attCorner,attHdMiss,attHdTotal,attIboxMiss,attMissRight,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,backwardPass,ballRecovery,bigChanceCreated,bigChanceSaves,blockedPass,carries,challengeLost,cleanSheet,diveSave,divingSave,duelLost,duelWon,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,finalThirdEntriesOpenPlay,formationPlace,fouls,fwdPass,gameStarted,gkSmother,goalKicks,goalsConceded,goalsConcededIbox,goalsConcededObox,goodHighClaim,headClearance,keeperPickUp,keeperThrows,lastManTackle,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,minsPlayed,offtargetAttAssist,ontargetAttAssist,openPlayPass,ownGoalsConceded,passesLeft,passesRight,penAreaEntries,penAreaEntriesOpenPlay,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,possLostAll,possLostCtrl,possWonDef3rd,possWonMid3rd,progressiveCarries,punches,putThrough,rightsidePass,savedIbox,savedObox,saves,shotCreated,shotOffTarget,standCatch,standSave,successfulFinalThirdEntries,successfulFinalThirdEntriesOpenPlay,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPenAreaEntries,successfulPenAreaEntriesOpenPlay,successfulPutThrough,timesTackled,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalFinalThirdPasses,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLongBalls,totalPass,totalScoringAtt,totalSubOff,totalSubOn,totalTackle,totalThrows,touches,touchesInFinalThird,touchesInOppBox,turnover,unsuccessfulTouch,wasFouled,winningGoal,wonContest,wonTackle,yellowCard
5ep7nvotsc0uv4fb7jhmhpj4k,2026-04-17,2,FH,Stjarnan,A,2-3,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,11,,2,8,,5,2,4,13,,,,,,,,,,,,,17,4,,,6,,,,1,,,1,1,,,2,,,,4,1,1,,10,1,,10,3,3,,,,6,5,,4,6,2,2,90,,,4,,1,,,,,,,,5,5,,,,2,,4,2,,2,,,,,1,1,1,4,,,,0,,12,,2,,4,6,,,4,9,18,,,,,,27,,,,,,0,,,
5dm5n6eqlad2kdyhz0dd2zn6c,2026-04-17,2,Fram,Keflavík,H,3-1,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,17,4,7,3,,2,4,11,24,,,,,,,,,,,,,7,5,,,7,,,,2,,,,,,,,,,,5,4,1,,24,1,,6,1,1,,,,7,2,,6,18,7,1,90,,,28,,1,7,1,,,,,,13,13,,,,,,6,1,2,3,,,,1,,,,21,,,,0,,18,4,,,5,18,,,13,23,36,,,,,,42,,,,,,0,,,
5ck72gsvq8onmvuq2retn2yhg,2026-04-17,2,KA,Víkingur R,H,0-2,Steinþór Már Auðunsson,S. Auðunsson,381vrdne8tq32r6gu1hc5dp05,13,Goalkeeper,15,3,3,4,,4,,5,18,,,,,,,,,,,,1,20,5,,,8,,1,,2,,,,1,1,3,1,,,,8,3,1,1,18,1,,8,2,2,,,,7,4,,7,16,3,1,90,,,19,,3,3,1,,1,1,1,,14,14,1,,2,1,,7,4,1,5,,,,3,3,2,3,12,1,,,0,,16,5,1,1,8,16,,,7,19,32,,,,1,,46,,,,,1,0,1,,1
5c2ebjrgfjrjtkq59yvzky6ms,2026-04-17,2,KR,Thór,H,5-2,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,40,1,2,4,5,8,1,3,42,,,,,,,,,,,,,6,1,,,13,,,,4,,,,,,1,2,,,,1,1,1,,17,1,,4,2,2,,1,,9,8,,20,4,3,,90,,,41,,1,1,,,,,,,5,5,2,1,2,,1,10,1,,1,,,,,,,,36,,,,0,,44,1,2,,1,3,2,5,5,7,47,,,,1,,61,,,,,,0,,,
5dm5n6eqlad2kdyhz0dd2zn6c,2026-04-17,2,Keflavík,Fram,A,1-3,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,38,7,8,4,2,6,8,17,46,,,,,,,,,,,,,13,5,,,12,,,,15,,,1,2,,1,4,,,,4,4,1,,40,1,,4,3,2,1,,,10,7,,10,17,8,1,90,,,52,,,3,,,,,,,14,14,1,1,6,2,1,9,3,,3,,,,,1,1,1,41,,,,0,,42,9,4,1,4,17,,2,18,29,59,,,,,,74,,,,,,0,1,,
5ep7nvotsc0uv4fb7jhmhpj4k,2026-04-17,2,Stjarnan,FH,H,3-2,Árni Snær Ólafsson,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,12,Goalkeeper,35,2,7,2,,4,5,11,42,,,,1,,,,,,,,,7,4,,,8,,,,19,,,,,,2,,,,,9,3,1,,22,1,,2,2,1,1,,,7,4,,19,14,7,1,90,,1,42,,3,3,,,1,,1,,8,8,1,,8,,,9,2,3,5,1,,,1,5,2,5,37,,,,0,1,36,4,,,9,14,,,9,19,50,,,,,,61,,,,,2,0,,,
5c2ebjrgfjrjtkq59yvzky6ms,2026-04-17,2,Thór,KR,A,2-5,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,14,7,4,,,3,2,9,18,,,,,,,,,,,,,18,7,,,12,,,,2,,,1,6,,,1,,,,7,3,1,,32,1,,1,5,4,1,,,11,5,,5,16,4,1,90,,,29,,2,2,1,1,1,,1,,22,22,1,,1,,,1,5,3,8,,,,,1,1,1,16,,,,0,,22,7,1,,7,16,,,16,28,38,,,,,,52,,,,,,0,,,
5d2a0uyexzm3a4xgg1vo6ag44,2026-04-17,2,Valur,ÍBV,H,2-1,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,18,Goalkeeper,12,5,4,2,,5,4,9,16,,,3,,,,,,,,,,9,7,,,6,,,,6,,,,1,,3,2,,,,6,2,1,,19,1,,4,1,,1,1,,5,5,,5,13,4,,90,,,22,,2,2,,,,,,,15,15,,,3,2,,6,1,,1,,,,,1,1,1,14,,,,0,,17,6,2,,6,13,1,,14,23,30,,,,,,41,,,,,1,0,,,
5ck72gsvq8onmvuq2retn2yhg,2026-04-17,2,Víkingur R,KA,A,2-0,Ingvar Jónsson,I. Jónsson,5ghzqanbf8v432ekwypz71exh,1,Goalkeeper,14,,,2,,2,,1,14,,,,,,,,,,,,,3,,,,4,,,,4,,1,,,,,,,,,4,2,1,,14,1,,3,,,,,,3,2,,4,7,,,90,,,18,,,1,1,,,,,,9,9,1,,,,,5,,,,,,,,,,,12,,,,0,,16,,,,4,7,1,,7,10,23,,,,,,26,,,,,,0,,,
5e4pmxy1g5i7lytal2rff261g,2026-04-17,2,ÍA,Breidablik,A,0-1,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,35,2,2,2,5,2,1,4,37,,,,,,,,,,,,,6,5,,,4,,,,7,,,,,,,4,3,,,1,1,1,,14,1,1,2,1,1,,1,3,2,2,,12,4,2,,90,,,40,,,,1,1,1,,1,,5,5,1,,3,,,16,,,,,,,,,,,35,,,,0,,38,3,4,,1,4,1,5,5,9,42,,,,,,50,,,,,,0,,,
5d2a0uyexzm3a4xgg1vo6ag44,2026-04-17,2,ÍBV,Valur,A,1-2,Marcel Zapytowski,M. Zapytowski,et4ngone9uj5zhf6ual55u2qy,1,Goalkeeper,24,4,2,7,2,4,1,4,26,,,1,,,,,,,,,,12,9,,,8,,,,9,,,,1,,1,4,,,,5,5,1,,20,1,,9,2,2,,,,4,4,,11,8,2,,90,,,28,,1,,,,,,,,11,11,4,,4,2,1,6,1,,1,,,,,1,1,1,19,,,,0,,29,5,4,,5,8,,2,9,15,37,,,,,,46,,,,,,0,,,
5fqxsnaefdhqw1i6y5kb7f7dg,2026-04-22,3,Breidablik,Keflavík,A,0-0,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,24,4,2,2,,3,2,5,26,,,,,,,,,,,,,7,2,,,8,,,,6,,1,,,,,,,,,2,1,1,,23,1,,3,,,,,,8,4,,1,8,2,,90,,,28,,,,,,,,,,9,9,,,2,,,10,2,1,3,,,,,,,,22,,,,0,,26,9,,,2,8,,,3,13,34,,,,,,41,,,,,,0,,,
5f7ymuvwtga6kpppw06uoidqs,2026-04-22,3,KA,ÍA,A,1-1,Steinþór Már Auðunsson,S. Auðunsson,381vrdne8tq32r6gu1hc5dp05,13,Goalkeeper,20,5,4,5,,3,1,8,24,,,,,,,,,,,,,13,5,,,16,,,,4,,,,,,,,,,,4,1,1,,30,1,,11,1,1,,,,13,3,,3,19,4,1,90,,,24,,3,4,,,,,,,16,16,3,,2,,,7,5,1,6,,,,4,1,,1,17,,,,0,,21,6,,,4,19,,,7,24,40,,,,,,49,,,,,,0,,,
5fqxsnaefdhqw1i6y5kb7f7dg,2026-04-22,3,Keflavík,Breidablik,H,0-0,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,13,1,11,7,2,8,4,16,24,,,,,,,,,,,,,8,4,,,17,,,,2,,1,,,,,2,1,,,9,2,1,,30,1,1,11,,,,,1,16,9,,6,24,11,,90,,,19,,,3,1,1,,,,,15,15,1,,1,,,2,1,1,2,,,,,4,,4,12,,,,0,,15,2,2,,9,23,,2,10,30,38,,,,,,52,,,,,,0,,,
5f7ymuvwtga6kpppw06uoidqs,2026-04-22,3,ÍA,KA,H,1-1,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,19,,4,1,,4,4,5,23,,,,,,,,,,,,,6,7,,,7,,,,8,,,,,,1,1,,,,2,2,1,,17,1,,3,1,1,,1,,3,4,,6,10,4,1,90,,,26,,,1,,,,,,,7,7,3,,5,1,,7,1,1,2,,,,,1,1,1,21,,,,0,,20,,1,,2,10,1,,9,12,30,,,,1,,39,,,,,,0,,1,
6hd2qp9zye2y5l9k6264h9c0k,2026-04-23,3,FH,Valur,A,0-3,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,17,4,3,9,1,3,1,6,20,,,,,,,,,,,,,9,3,,,5,,2,,,,,,,,,2,,,,1,1,1,,10,1,,9,3,2,1,,,4,3,,4,3,3,2,90,,,13,,1,,,,,,,,4,4,1,,,1,,10,3,,3,,,,3,1,1,1,10,,,,0,,21,4,2,,1,3,,1,4,10,24,,,,,,32,,,,,,0,,,
5ha8z9rh92zepr96k4964kv10,2026-04-23,3,Fram,Thór,A,0-1,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,10,1,8,1,3,5,8,10,18,,,,,,,,,,,,,,5,,,7,,,,4,,,,1,,1,2,,,,7,6,1,,20,1,,1,1,,1,,,6,5,,2,14,8,,90,,,22,,1,5,,,,,,,8,8,1,,4,,,4,,2,2,,,,,5,4,5,14,,,,0,,12,2,2,,7,14,,3,15,17,26,,,,,,36,,,,,1,0,,,
5g8yvaf0xp9p8500hyo54wduc,2026-04-23,3,KR,ÍBV,A,6-2,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,65,2,1,,1,3,1,3,66,,1,1,1,,,,,,,,,4,2,,,8,,1,,15,,,,,1,2,1,,1,,,,1,,36,1,,,2,1,1,1,,5,3,,17,5,1,,90,1,,72,,,,,,,,,,8,8,2,,10,,,21,1,1,2,1,,,,,,,65,,,,0,1,69,5,1,,,5,1,1,5,8,74,,,,,,83,,,,,1,0,,,
5hsj2fxj7n9luy23703grr6s4,2026-04-23,3,Stjarnan,Víkingur R,A,2-3,Árni Snær Ólafsson,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,12,Goalkeeper,39,8,12,2,,3,3,15,51,,,,,,,,,,,,,10,6,,,11,,,,13,,,,1,,2,,,,,8,6,1,,31,1,,3,3,2,1,,,9,3,,18,17,11,,90,,,56,,3,1,,,,,,,10,10,2,,10,,,12,1,1,2,,,,,3,2,3,47,,,,0,,43,12,,,8,18,,,7,23,61,,,,,,68,,,,,2,0,,,
5ha8z9rh92zepr96k4964kv10,2026-04-23,3,Thór,Fram,H,1-0,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,21,5,3,1,,3,3,12,24,,,2,,,,,,,,,,13,7,,,9,,,,5,,1,1,1,,2,2,,,,12,5,1,,29,1,,5,,,,2,,6,4,,11,19,3,3,90,,,31,,5,2,1,1,,,,,21,21,1,,1,1,,4,1,1,2,,,,1,,,,21,,,,0,,26,11,2,,12,18,2,,11,32,44,,,,,,54,,,,,,0,,,
6hd2qp9zye2y5l9k6264h9c0k,2026-04-23,3,Valur,FH,H,3-0,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,18,Goalkeeper,16,6,5,5,,4,1,15,21,,,1,,,,,,,,,,9,9,,,13,,,,,,1,,,1,1,2,,,,6,1,1,,28,1,,12,,,,,,12,4,,7,20,5,,90,,,23,,3,3,,,,,,,23,23,1,,,1,,7,1,1,2,,,,2,2,,2,12,,,,1,,22,8,2,1,6,20,,,11,36,42,,,,,,52,1,,,,,0,,,
5hsj2fxj7n9luy23703grr6s4,2026-04-23,3,Víkingur R,Stjarnan,H,3-2,Ingvar Jónsson,I. Jónsson,5ghzqanbf8v432ekwypz71exh,1,Goalkeeper,29,9,4,1,2,4,,10,33,,,1,,,,,,,,,,7,1,,,8,,,,5,,,,,,1,2,,,,6,5,1,,19,1,,1,2,2,,1,,5,5,,6,11,4,2,90,,,37,,1,5,,,,,,,7,7,2,,3,,,14,2,1,3,,,,2,1,1,1,32,,,,0,,29,12,2,,6,10,2,2,3,15,39,,,,,,51,,,,,,0,,,
5g8yvaf0xp9p8500hyo54wduc,2026-04-23,3,ÍBV,KR,H,2-6,Marcel Zapytowski,M. Zapytowski,et4ngone9uj5zhf6ual55u2qy,1,Goalkeeper,21,6,2,6,2,3,3,11,23,,,,,,,,,,,,,11,8,,1,6,,,,2,,,1,3,,,3,,,,3,2,1,,26,1,,13,6,4,2,,,5,3,,4,10,2,1,90,,,22,1,2,2,1,,,,,,16,16,1,,1,,,7,3,1,4,,,,1,1,1,1,16,,,,0,,28,8,3,,3,10,,2,8,26,38,,,,,,49,,,,,,0,,,
5isjrb5e3hoqpr38sn6ik4yz8,2026-04-26,4,KA,Keflavík,H,1-2,Steinþór Már Auðunsson,S. Auðunsson,381vrdne8tq32r6gu1hc5dp05,13,Goalkeeper,11,,1,1,,8,1,2,12,,,,,,,,,,,,,17,3,,,12,,,,2,,,1,2,,1,2,,,,2,1,1,,16,1,,4,2,2,,,,9,8,,,8,1,1,90,,,15,,,2,,,,,,,9,9,3,,1,,,5,6,,6,,,,2,1,1,1,10,,,,0,,13,,2,,2,8,,,6,11,21,,,,,,39,,,,,1,0,,,
5isjrb5e3hoqpr38sn6ik4yz8,2026-04-26,4,Keflavík,KA,A,2-1,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,14,1,4,3,2,7,4,6,18,,,,,,,,,,,,,7,10,,,16,,,,6,1,,,,1,1,4,,,,6,1,1,,25,1,,11,1,1,,3,,8,7,,2,18,4,,90,,,17,,3,1,,,,,,,16,16,5,,4,1,,7,,2,2,,,,2,1,1,1,14,,,,0,,16,1,4,,6,18,4,2,8,22,34,,,,,,52,,,,,1,0,,,
5jv4gb57m22csu4h9r11cvzmc,2026-04-27,4,Breidablik,Thór,H,4-0,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,24,4,1,1,,4,,7,25,,,,1,,,,,,,,,8,5,,,6,,,,3,,1,,,,2,1,,,,3,3,1,,19,1,,1,,,,,,5,4,,6,6,1,1,90,1,,27,,1,,,,,,,,6,6,1,,2,,,6,2,2,4,1,,,,,,,22,,,,0,1,25,4,1,,3,6,,,6,13,31,,,,,,42,,,,,2,0,,,
5iaegu4z48a1ce1r226xyvfh0,2026-04-27,4,FH,KR,A,2-4,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,4,,3,4,1,3,3,4,7,,,,,,,,,,,,,16,5,,,9,,,,,,,,,,1,2,,,,7,4,1,,21,1,,10,4,3,1,1,,7,3,,6,14,3,3,90,,,14,,,5,,,,,,,20,20,1,,,1,,,4,3,7,,,,7,1,1,1,3,,,,0,,13,1,2,,7,14,1,1,14,23,27,,,,1,,41,,,,,,0,,,
5jct7l99hilcqk6gejbov7od0,2026-04-27,4,Fram,ÍBV,H,5-1,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,12,,4,3,2,3,3,6,16,,,,,,,,,,,,,4,4,,,7,,1,,9,,,,,,,5,1,,,8,6,1,,15,1,,4,1,,1,,1,4,3,,5,11,4,1,90,,,19,,2,3,,,,,,,9,9,3,,4,2,,5,3,,3,,,,1,2,,2,11,,,,0,,14,1,5,,8,11,,2,10,15,25,,,,,,36,,,,,,0,,,
5iaegu4z48a1ce1r226xyvfh0,2026-04-27,4,KR,FH,H,4-2,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,26,4,5,2,3,7,2,7,31,,,,1,,,,,,,,,3,6,,,13,1,,,4,,,,,,,2,,,,5,4,1,,23,1,,2,2,2,,,,10,7,,11,9,5,,90,,1,33,,1,2,,,,,,,6,6,2,1,1,1,,3,,3,3,1,,,3,4,3,4,27,,,,0,1,28,4,2,,5,9,,3,8,13,37,,,,,,49,,,,,,0,,,
5kw0ir5f2aykbpvq3nuo0gjdg,2026-04-27,4,Stjarnan,Valur,H,2-4,Árni Snær Ólafsson,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,12,Goalkeeper,37,7,9,6,,2,2,13,46,1,,,,,,,,,,,,10,4,,,7,,1,,,,,,,,,,,,,5,3,1,,33,1,,6,4,2,2,,,4,2,,7,12,9,1,90,,,43,,1,5,2,1,,,,,5,5,3,,,,,10,2,,2,,,,2,3,1,3,39,1,,,0,,38,9,,,5,12,,,4,16,50,,,,,1,56,,,,,,0,,,
5jv4gb57m22csu4h9r11cvzmc,2026-04-27,4,Thór,Breidablik,A,0-4,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,24,2,,9,,4,1,4,24,,,1,,,,,,,,,,18,9,,,7,,1,,3,,,,,,2,3,,,,6,3,1,,18,1,,12,4,4,,,,7,4,,18,9,,2,90,,,21,,3,,,,,,,,13,13,,,1,1,,1,5,1,6,,,,6,,,,12,,,,0,,28,4,3,,6,9,,,9,17,37,,,,,,51,,,,,1,0,,,
5kw0ir5f2aykbpvq3nuo0gjdg,2026-04-27,4,Valur,Stjarnan,A,4-2,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,18,Goalkeeper,12,2,4,3,2,7,4,10,16,,,,,,,,,,,,,11,8,,,13,,,,,,,,,,,1,,,,5,1,1,,27,1,,11,2,2,,1,,12,7,,2,18,4,1,90,,,13,,2,4,2,,,,,,18,18,,,,,,5,1,4,6,,,,5,2,,2,8,,,,0,,16,3,1,,5,18,2,2,9,28,34,,,,,,50,,,,,,0,,,
5kdmiishnaqj8x5vsgae6n1n8,2026-04-27,4,Víkingur R,ÍA,H,4-0,Ingvar Jónsson,I. Jónsson,5ghzqanbf8v432ekwypz71exh,1,Goalkeeper,9,2,2,,1,1,1,3,11,,,,,,,,,,,,,6,4,,,6,,,,2,,1,,,,,1,,,,2,1,1,,11,1,,,,,,,,6,1,,3,6,2,,90,,,16,,1,1,,,,,,,7,7,,,1,,,3,4,1,5,,,,3,1,,1,10,,,,0,,11,2,1,,2,6,,1,7,9,17,,,,,,25,,,,,,0,,,
5kdmiishnaqj8x5vsgae6n1n8,2026-04-27,4,ÍA,Víkingur R,A,0-4,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,30,3,5,,,6,5,7,35,,,,,,,,,,,,,10,5,,,9,,,,12,,,,,,,3,,,1,2,1,1,,20,1,,,4,3,1,2,,7,6,,8,9,5,2,90,,,39,,,1,,,,,,,6,6,,,1,,,13,3,1,4,,,,4,1,1,1,35,,,,0,,32,3,3,,2,9,3,,8,12,41,,,,,,57,,,,,,0,,,
5jct7l99hilcqk6gejbov7od0,2026-04-27,4,ÍBV,Fram,A,1-5,Marcel Zapytowski,M. Zapytowski,et4ngone9uj5zhf6ual55u2qy,1,Goalkeeper,23,1,,7,,6,1,5,23,,,,,,,,,,,,,8,6,,,7,,,,8,1,,,,1,,2,,,,3,1,1,,15,1,,11,5,4,1,,,6,6,,8,6,,2,90,,,25,,1,3,,,,,,,13,13,1,,2,,,13,1,,1,,,,1,,,,16,,,,0,,30,5,2,,3,6,,,4,16,36,,,,,,45,,,,,,0,,,
5lenprfv2n9xjjbuc6owxhl3o,2026-05-02,5,KA,Thór,A,1-0,Steinþór Már Auðunsson,S. Auðunsson,381vrdne8tq32r6gu1hc5dp05,13,Goalkeeper,10,2,3,4,1,2,3,7,13,,,,,,,,,,,,,7,7,,,9,,,,3,,1,,,,,1,,,,8,2,1,,30,1,,9,,,,3,,5,2,,1,15,3,2,90,,,18,,1,6,,,,,,,19,19,1,,,,,1,2,3,5,,,,4,2,,2,8,,,,0,,17,8,1,,8,15,3,1,10,25,32,,,,,,43,,,,,,0,,,
5lx4e2398pagige7rc9ljp0k4,2026-05-02,5,KR,Valur,A,4-1,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,19,,2,7,1,5,1,5,21,,,,,,,,,,,,,8,3,,,9,,,,4,,,,,,,2,,,,7,7,1,,25,1,,7,1,1,,,,6,5,,8,15,2,1,90,,,26,,1,,1,1,,,,,14,14,3,,3,,,2,2,,2,,,,2,1,1,1,12,,,,0,,20,2,2,,7,15,1,1,13,19,35,,,,,,45,,,,,,0,,,1
5lenprfv2n9xjjbuc6owxhl3o,2026-05-02,5,Thór,KA,H,0-1,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,9,1,5,6,,7,2,10,14,,1,,1,,,,,,,,,9,6,,,12,,,,1,,,1,1,1,,,,,,7,,1,,20,1,,13,1,1,,2,,8,7,,5,16,5,1,90,,1,7,,3,3,1,,1,,1,,12,12,2,,,,,1,3,2,5,1,,,2,3,,3,5,1,,,0,1,10,2,,,7,16,2,,5,22,26,,,,,,40,,,,,,0,,,
5lx4e2398pagige7rc9ljp0k4,2026-05-02,5,Valur,KR,H,1-4,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,18,Goalkeeper,13,1,4,1,,4,6,9,17,,,,,,,,,,,,,14,12,,,12,,,,4,1,,2,2,1,,1,,,,8,3,1,,22,1,1,3,4,3,1,,,8,5,,6,15,4,3,90,,,22,,1,1,,,,,,,17,17,4,,2,1,,4,5,2,7,,,,2,2,2,2,13,,,,0,,17,1,1,,8,15,,,16,24,32,,,,,,47,,,,,,0,,,
5n0ccibncad01iduicmze8o44,2026-05-03,5,Breidablik,ÍBV,A,2-1,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,14,2,5,,,3,3,6,19,,,,,,,,,,,,,11,6,,,7,,,,,,,,,,,,,1,,1,1,1,,25,1,,1,1,1,,1,,6,3,,4,13,5,,90,,,28,,2,3,,,,,,,15,15,,,,,,4,5,,5,,,,1,,,,17,,,,0,,20,2,,,1,13,1,,15,20,33,,,,,,43,,,1,1,,0,,,
5o337nehkg11zhxm0htm42yac,2026-05-03,5,FH,Fram,H,3-4,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,12,1,1,4,1,4,2,7,13,,,,,,,,,,,,,11,7,,,10,,,,1,,,1,2,,1,,,,,2,2,1,,20,1,,5,4,4,,,,8,4,,1,8,1,1,90,,,16,,,1,,,,,,,10,10,2,,,,,2,2,1,4,,,,1,,,,9,,,,0,,15,2,,,2,8,,1,9,17,23,,,,1,,33,,,,,,0,,1,
5o337nehkg11zhxm0htm42yac,2026-05-03,5,Fram,FH,A,4-3,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,1,,1,,1,2,1,1,2,,,,,,,,,,,,,8,5,,,7,,,,3,,,,,,,2,,,,12,7,1,,21,1,,3,3,3,,,,6,2,,1,19,1,1,90,,,14,,2,8,2,2,,,,,20,20,1,,1,1,,,1,1,3,,,,2,,,,2,,,,0,,3,,2,,12,19,,1,15,21,22,,,,,,29,,,,,,0,,,
5mhk91tay7ggjj74rvs3mrevo,2026-05-03,5,Keflavík,Víkingur R,H,1-3,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,6,,6,2,2,5,6,9,12,,,,,,,,,,,,,10,4,,,13,,,,3,,,,,,,3,,,,8,4,1,,23,1,,6,3,3,,1,,11,5,,1,18,6,,90,,,11,,,2,1,1,,,,,13,13,1,,,,,1,2,,2,,,,,4,2,4,7,,,,0,,7,,3,,8,18,2,2,11,22,25,,,,,,37,,,,,,0,,,
6mr55i484ibfmunkidyt02k2c,2026-05-03,5,Stjarnan,ÍA,H,1-2,Árni Snær Ólafsson,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,12,Goalkeeper,25,4,4,2,,5,2,5,29,,,,,,,,,,,,,13,1,,,9,,,,8,1,,,,1,1,2,,,,6,3,1,,27,1,1,3,2,2,,,,9,5,1,7,11,4,,90,,,33,,1,1,,,,,,,10,10,,,3,1,,5,2,,2,,,,2,1,1,1,26,,,,0,,28,5,2,,6,11,,,10,15,39,,,,1,,50,,,,,,0,,1,
5mhk91tay7ggjj74rvs3mrevo,2026-05-03,5,Víkingur R,Keflavík,A,3-1,Aron Snær Friðriksson,A. Friðriksson,7djiu062df2mock06lrukjw0l,29,Substitute,8,,2,1,,3,4,5,10,1,,,,,,,,,,,,6,4,,,4,,1,,3,,,,,,,,,,,2,2,0,,13,,,3,,,,,,4,3,,1,7,2,,45,,,12,,1,,,,,,,,5,5,,,1,,,1,1,1,2,,,,1,1,1,1,9,,,,0,,8,1,,,2,7,,,6,10,15,,,1,,1,21,,,,,,0,,,
5mhk91tay7ggjj74rvs3mrevo,2026-05-03,5,Víkingur R,Keflavík,A,3-1,Ingvar Jónsson,I. Jónsson,5ghzqanbf8v432ekwypz71exh,1,Goalkeeper,11,,3,2,3,,4,4,14,,,,,,,,,,,,,5,1,,,2,,,,7,,,,,,,3,,,,,,1,,8,1,,2,1,1,,,,1,,,7,5,3,,45,,,15,,,1,,,,,,,3,3,1,,4,,,2,,,,,,,,,,,12,,,,0,,12,,3,,,5,,3,7,7,17,,1,,,,20,,,,,,0,,,
