Event_ID,Match_ID,Match_Minute,Player_Name,Team_Name,Action_Category,Tactical_Bucket,Outcome,Pass_Start_X,Pass_Start_Y,Pass_End_X,Pass_End_Y,Pass_End_Z,Opponents_Bypassed,Goal_Conceded,PSxG,GK_Position_X,GK_Position_Y,Video_URL,Scout_Analysis,Analyst_Rating,League_GK_Stats
9cd0c83d-fc4b-4ba1-b1b0-3ab1941d27dc,3788744,76,Danny Ward,Wales,Pass,Play Through,Complete,10,48,20.9,42.4,,0,,,,,,,,
af66d977-9bc9-4b87-9065-d2a78d7d9df6,3788744,80,Danny Ward,Wales,Goal Keeper,Uncategorized,Shot Faced,99,49,111.5,40.8,,0,0,0.044,3.4,39.0,,,,
b25761e1-3537-43b4-be5e-391fbe69be8a,3788744,83,Danny Ward,Wales,Pass,Play Through,Complete,11,30,27.5,31.4,,0,,,,,,,,
1e57fa48-ae9b-43c6-b421-06cd5e88588a,3788744,86,Danny Ward,Wales,Pass,Play Beyond,Complete,14,42,80.1,7.7,,0,,,,,,,,
3afb85c1-2ba8-44de-93fc-45f4c22a8e10,3788744,88,Danny Ward,Wales,Pass,Play Beyond,Incomplete,29,40,91.7,12.9,,0,,,,,,,,
a6aa1f5f-863a-4df1-a780-43d0d737325d,3788744,89,Danny Ward,Wales,Goal Keeper,Uncategorized,Shot Saved,116,36,119.3,37.5,2.3,0,0,0.128,1.1,40.9,,,,
c9c74247-d86c-4ba8-9011-e3c2e8bd8169,3788744,92,Danny Ward,Wales,Pass,Play Beyond,Out,15,33,83.5,0.4,,0,,,,,,,,
acfd00cc-d506-499d-964d-34d90beb0f82,3788744,93,Danny Ward,Wales,Goal Keeper,Uncategorized,Collected,3,41,,,,0,,,,,,,,
e64ee867-8460-448f-a3ce-fece150c9386,3788744,93,Danny Ward,Wales,Carry,Uncategorized,N/A,3,41,,,,0,,,,,,,,
c7dc9be9-2f87-41dc-a95d-2a8ce6df755c,3788744,94,Danny Ward,Wales,Pass,Play Beyond,Complete,17,39,74.5,39.6,,0,,,,,,,,
