match_id,date,round,home_team,away_team,team,opponent,team_id,official_team_xg,official_team_setplay_xg,official_team_openplay_xg,official_team_nonpenalty_xg,provider_nonpenalty_setplay_shots,provider_nonpenalty_setplay_shot_xg_raw_sum,provider_nonpenalty_setplay_goals,derived_all_restart_linked_shots,derived_all_restart_linked_xg_raw_sum,derived_linked_shots_classified_open_play_by_provider,source_ma12,source_last_updated,corner_events,free_kick_events,direct_free_kick_events,penalty_events,throw_in_events,goal_kick_events,keeper_throw_events
6cc1tt9y7n9o738ij2dhlwtg4,2026-07-02,13,Víkingur R,KA,KA,Víkingur R,4mo70a9j7p2ersbrieg5aw3dg,0.886300,0.672400,0.214000,0.886300,7,0.676716,1,6,0.636625,0,vikingur_r_ka_2026_07_02_ma12.json,2026-09-06T22:48:31Z,3,11,0,0,19,14,6
6dd7gzhg3vrrsvguu7k0t4ys4,2026-07-02,13,Thór,KR,Thór,KR,dys496cnlmowm95ehcfgcrvbm,1.683600,0.053200,1.630400,1.683600,3,0.053194,2,3,0.126139,1,thor_kr_2026_07_02_ma12.json,2026-09-06T22:48:31Z,2,14,1,0,14,13,3
6dd7gzhg3vrrsvguu7k0t4ys4,2026-07-02,13,Thór,KR,KR,Thór,629yaod9sjr350jvivp78vwfz,3.953500,0.073500,3.091600,3.165100,4,0.073509,0,7,0.973436,2,thor_kr_2026_07_02_ma12.json,2026-09-06T22:48:31Z,8,10,0,1,33,6,5
6eh4rvai2kdhax3ifh5f1s1zo,2026-07-03,13,FH,Stjarnan,FH,Stjarnan,2ci0yr2esa7y4etjvl5vau077,0.917100,0.157800,0.759300,0.917100,2,0.157757,1,3,0.255568,1,fh_stjarnan_2026_07_03_ma12.json,2026-09-06T22:48:31Z,5,8,0,0,13,13,5
6eh4rvai2kdhax3ifh5f1s1zo,2026-07-03,13,FH,Stjarnan,Stjarnan,FH,23vg6q15dzr375k6757j06wkq,1.332500,0.425900,0.906700,1.332500,5,0.425887,1,4,0.253799,0,fh_stjarnan_2026_07_03_ma12.json,2026-09-06T22:48:31Z,17,9,0,0,29,3,3
6cuq7xegwrd9enwtmk6htsh04,2026-07-04,13,ÍBV,Valur,ÍBV,Valur,3tlx1zjkgrsdky3abrqe2c9c3,1.496900,0.112200,1.384700,1.496900,4,0.112161,0,4,0.112161,0,ibv_valur_2026_07_04_ma12.json,2026-09-06T22:48:32Z,3,16,1,0,19,3,6
6cuq7xegwrd9enwtmk6htsh04,2026-07-04,13,ÍBV,Valur,Valur,ÍBV,khmdmbol7850k3i07yusgpn,0.460800,0.285000,0.175800,0.460800,1,0.285031,0,2,0.309103,1,ibv_valur_2026_07_04_ma12.json,2026-09-06T22:48:32Z,2,14,0,0,20,10,10
6dvopbqzkp7ilbnkft29zvrx0,2026-07-04,13,ÍA,Breidablik,ÍA,Breidablik,9ar4wcltrggiz60w77e3z56m2,1.190000,0.453000,0.737000,1.190000,5,0.453019,0,8,0.580775,3,ia_breidablik_2026_07_04_ma12.json,2026-09-06T22:48:32Z,5,16,1,0,30,5,2
6dvopbqzkp7ilbnkft29zvrx0,2026-07-04,13,ÍA,Breidablik,Breidablik,ÍA,c6hu27u143y4z4te8b4036bae,1.007400,,1.007400,1.007400,0,0,0,0,0,0,ia_breidablik_2026_07_04_ma12.json,2026-09-06T22:48:32Z,7,8,0,0,31,14,3
6f81d24184jnl5hn0icpcqmtw,2026-07-06,13,Keflavík,Fram,Keflavík,Fram,96h322mg5vnaneem9fjzgvioq,0.786500,0.160200,0.626200,0.786500,2,0.160238,0,5,0.38283,3,keflavik_fram_2026_07_06_ma12.json,2026-09-06T22:48:32Z,1,12,1,0,20,7,10
6f81d24184jnl5hn0icpcqmtw,2026-07-06,13,Keflavík,Fram,Fram,Keflavík,ta7x6ep3lniyckj6la77zw,0.802000,0.358700,0.443300,0.802000,5,0.358662,1,6,0.369896,1,keflavik_fram_2026_07_06_ma12.json,2026-09-06T22:48:32Z,10,12,0,0,17,7,2
5grm1xwlcdejee170dlxanklw,2026-07-12,14,FH,Valur,FH,Valur,2ci0yr2esa7y4etjvl5vau077,2.684100,0.882700,1.801400,2.684100,10,0.88274,0,15,1.396726,5,fh_valur_2026_07_12_ma12.json,2026-09-06T22:48:31Z,7,8,1,0,47,11,3
5grm1xwlcdejee170dlxanklw,2026-07-12,14,FH,Valur,Valur,FH,khmdmbol7850k3i07yusgpn,2.654000,0.775300,1.878700,2.654000,4,0.83229,0,6,1.530061,2,fh_valur_2026_07_12_ma12.json,2026-09-06T22:48:31Z,3,9,0,0,29,8,6
6fqobo9rfezc6dy1qh3ysi6ms,2026-07-12,14,KA,ÍA,KA,ÍA,4mo70a9j7p2ersbrieg5aw3dg,2.596500,0.741600,1.066500,1.808100,6,1.004996,1,7,1.793396,0,ka_ia_2026_07_12_ma12.json,2026-09-06T22:48:31Z,4,12,0,1,31,16,7
6fqobo9rfezc6dy1qh3ysi6ms,2026-07-12,14,KA,ÍA,ÍA,KA,9ar4wcltrggiz60w77e3z56m2,2.909600,0.300900,1.820300,2.121200,3,0.300935,1,6,1.167448,2,ka_ia_2026_07_12_ma12.json,2026-09-06T22:48:31Z,6,19,0,1,30,9,8
6g9nxsi83fiowo4dcfn4rqqz8,2026-07-12,14,Fram,Thór,Fram,Thór,ta7x6ep3lniyckj6la77zw,3.424800,0.355400,3.069400,3.424800,5,0.360313,1,9,1.075259,4,fram_thor_2026_07_12_ma12.json,2026-09-06T22:48:31Z,7,3,1,0,24,7,3
6g9nxsi83fiowo4dcfn4rqqz8,2026-07-12,14,Fram,Thór,Thór,Fram,dys496cnlmowm95ehcfgcrvbm,1.520300,0.906400,0.613900,1.520300,3,0.906352,1,4,0.936146,1,fram_thor_2026_07_12_ma12.json,2026-09-06T22:48:31Z,3,13,0,0,16,15,1
6gse9rm705g3mapeypyl0s0lw,2026-07-12,14,KR,ÍBV,KR,ÍBV,629yaod9sjr350jvivp78vwfz,3.559400,0.607000,2.164000,2.771000,5,0.607015,2,10,1.842346,4,kr_ibv_2026_07_12_ma12.json,2026-09-06T22:48:32Z,6,10,3,1,28,4,3
6gse9rm705g3mapeypyl0s0lw,2026-07-12,14,KR,ÍBV,ÍBV,KR,3tlx1zjkgrsdky3abrqe2c9c3,1.699700,0.188500,0.722700,0.911300,3,0.188524,0,5,1.042623,1,kr_ibv_2026_07_12_ma12.json,2026-09-06T22:48:32Z,1,17,0,1,16,11,6
6hw3h5x1v9e7ruwv3td3lx4ic,2026-07-13,14,Breidablik,Keflavík,Breidablik,Keflavík,c6hu27u143y4z4te8b4036bae,0.791000,0.232400,0.558600,0.791000,3,0.232429,0,3,0.232429,0,breidablik_keflavik_2026_07_13_ma12.json,2026-09-06T22:48:32Z,7,11,0,0,20,10,9
6hw3h5x1v9e7ruwv3td3lx4ic,2026-07-13,14,Breidablik,Keflavík,Keflavík,Breidablik,96h322mg5vnaneem9fjzgvioq,0.994600,,0.994600,0.994600,0,0,0,3,0.292268,3,breidablik_keflavik_2026_07_13_ma12.json,2026-09-06T22:48:32Z,4,18,0,0,24,7,4
6ijfmztvizp14h1hxr0k90rv8,2026-07-18,15,Thór,Víkingur R,Thór,Víkingur R,dys496cnlmowm95ehcfgcrvbm,0.879700,0.371800,0.507900,0.879700,3,0.371798,2,4,0.555815,1,thor_vikingur_r_2026_07_18_ma12.json,2026-09-06T22:48:31Z,2,10,0,0,32,11,3
6ijfmztvizp14h1hxr0k90rv8,2026-07-18,15,Thór,Víkingur R,Víkingur R,Thór,7gmdb4hmtrz199zv9r66qy9qp,1.514900,0.574600,0.940300,1.514900,8,0.574553,0,8,0.574553,0,thor_vikingur_r_2026_07_18_ma12.json,2026-09-06T22:48:31Z,10,12,0,0,25,5,6
6j20pj0jj17jfhnurgrpg00es,2026-07-18,15,Valur,Fram,Valur,Fram,khmdmbol7850k3i07yusgpn,1.415900,0.525400,0.890500,1.415900,9,0.525367,0,8,0.506711,0,valur_fram_2026_07_18_ma12.json,2026-09-06T22:48:31Z,7,13,1,0,17,14,6
6j20pj0jj17jfhnurgrpg00es,2026-07-18,15,Valur,Fram,Fram,Valur,ta7x6ep3lniyckj6la77zw,2.724200,0.658800,2.065400,2.724200,4,0.658804,1,7,1.175794,3,valur_fram_2026_07_18_ma12.json,2026-09-06T22:48:31Z,10,8,0,0,17,6,9
6jlfl6fir4sxq6lmrws6ydrf8,2026-07-19,15,ÍBV,KA,ÍBV,KA,3tlx1zjkgrsdky3abrqe2c9c3,2.079700,0.081200,1.210100,1.291300,4,0.081217,0,3,0.843904,0,ibv_ka_2026_07_19_ma12.json,2026-09-06T22:48:32Z,5,12,0,1,29,8,7
6jlfl6fir4sxq6lmrws6ydrf8,2026-07-19,15,ÍBV,KA,KA,ÍBV,4mo70a9j7p2ersbrieg5aw3dg,1.202600,0.341000,0.861600,1.202600,3,0.341011,1,4,0.416659,1,ibv_ka_2026_07_19_ma12.json,2026-09-06T22:48:32Z,1,14,0,0,16,12,4
6kml4na7gmf0yn6ds3bjli784,2026-07-19,15,KR,Stjarnan,KR,Stjarnan,629yaod9sjr350jvivp78vwfz,4.397300,0.573800,3.035100,3.608900,10,0.574197,0,14,1.931971,4,kr_stjarnan_2026_07_19_ma12.json,2026-09-06T22:48:31Z,8,16,2,1,12,9,3
6kml4na7gmf0yn6ds3bjli784,2026-07-19,15,KR,Stjarnan,Stjarnan,KR,23vg6q15dzr375k6757j06wkq,1.127700,0.517000,0.610700,1.127700,4,0.517002,0,5,0.544463,1,kr_stjarnan_2026_07_19_ma12.json,2026-09-06T22:48:31Z,2,16,1,0,6,16,3
6k43cpem74s85me05orasbc44,2026-07-20,15,Keflavík,ÍA,Keflavík,ÍA,96h322mg5vnaneem9fjzgvioq,2.902500,0.867100,1.247100,2.114100,12,0.888186,2,15,1.775101,2,keflavik_ia_2026_07_20_ma12.json,2026-09-06T22:48:32Z,9,12,1,1,22,9,4
6k43cpem74s85me05orasbc44,2026-07-20,15,Keflavík,ÍA,ÍA,Keflavík,9ar4wcltrggiz60w77e3z56m2,2.148300,0.452500,0.907400,1.359900,6,0.452499,1,8,1.644155,1,keflavik_ia_2026_07_20_ma12.json,2026-09-06T22:48:32Z,9,11,1,1,14,6,7
6l5boitcgm6acvwvgmbo59xck,2026-07-20,15,FH,Breidablik,FH,Breidablik,2ci0yr2esa7y4etjvl5vau077,1.767200,0.149500,1.617700,1.767200,3,0.149507,0,6,0.220742,3,fh_breidablik_2026_07_20_ma12.json,2026-09-06T22:48:32Z,4,13,0,0,34,6,1
6l5boitcgm6acvwvgmbo59xck,2026-07-20,15,FH,Breidablik,Breidablik,FH,c6hu27u143y4z4te8b4036bae,0.989600,0.681200,0.308400,0.989600,9,0.681235,0,9,0.681235,0,fh_breidablik_2026_07_20_ma12.json,2026-09-06T22:48:32Z,8,8,1,0,31,10,9
6lnynv06x66g2ia1yh0jnp4ic,2026-07-24,16,Víkingur R,Keflavík,Víkingur R,Keflavík,7gmdb4hmtrz199zv9r66qy9qp,3.225500,0.371700,2.853800,3.225500,6,0.3717,0,7,0.450885,1,vikingur_r_keflavik_2026_07_24_ma12.json,2026-09-06T22:48:31Z,12,11,0,0,12,7,5
6lnynv06x66g2ia1yh0jnp4ic,2026-07-24,16,Víkingur R,Keflavík,Keflavík,Víkingur R,96h322mg5vnaneem9fjzgvioq,0.829800,0.173400,0.656400,0.829800,2,0.173425,0,4,0.393806,2,vikingur_r_keflavik_2026_07_24_ma12.json,2026-09-06T22:48:31Z,1,14,1,0,20,9,5
5nj00vsakxj77urdnu0mn57v8,2026-07-26,16,ÍA,Stjarnan,ÍA,Stjarnan,9ar4wcltrggiz60w77e3z56m2,2.408500,0.063900,2.344700,2.408500,1,0.063894,0,1,0.063894,0,ia_stjarnan_2026_07_26_ma12.json,2026-09-06T22:48:31Z,2,16,0,0,21,8,7
5nj00vsakxj77urdnu0mn57v8,2026-07-26,16,ÍA,Stjarnan,Stjarnan,ÍA,23vg6q15dzr375k6757j06wkq,1.628000,0.332800,0.506800,0.839600,8,0.332755,0,8,1.098194,1,ia_stjarnan_2026_07_26_ma12.json,2026-09-06T22:48:31Z,8,16,2,1,22,12,1
6m8hcarbmhojs7z599l64p2qc,2026-07-26,16,Fram,FH,Fram,FH,ta7x6ep3lniyckj6la77zw,1.194800,0.369200,0.825600,1.194800,4,0.369166,0,5,0.458888,2,fram_fh_2026_07_26_ma12.json,2026-09-06T22:48:31Z,11,5,0,0,30,5,5
6m8hcarbmhojs7z599l64p2qc,2026-07-26,16,Fram,FH,FH,Fram,2ci0yr2esa7y4etjvl5vau077,1.595200,0.455200,1.139900,1.595200,4,0.455235,0,4,0.280617,1,fram_fh_2026_07_26_ma12.json,2026-09-06T22:48:31Z,4,6,0,0,18,12,6
6n9ii6bzwrix2tvuix18mzthw,2026-07-27,16,Breidablik,ÍBV,Breidablik,ÍBV,c6hu27u143y4z4te8b4036bae,0.582000,0.093100,0.489000,0.582000,1,0.093064,0,3,0.181229,2,breidablik_ibv_2026_07_27_ma12.json,2026-09-06T22:48:32Z,6,10,0,0,21,6,6
6n9ii6bzwrix2tvuix18mzthw,2026-07-27,16,Breidablik,ÍBV,ÍBV,Breidablik,3tlx1zjkgrsdky3abrqe2c9c3,0.891900,0.473200,0.418700,0.891900,7,0.473236,0,7,0.473236,0,breidablik_ibv_2026_07_27_ma12.json,2026-09-06T22:48:32Z,5,18,1,0,23,11,7
6ns2mm7uc0gbcezv0wqfc47bo,2026-07-27,16,KA,Thór,KA,Thór,4mo70a9j7p2ersbrieg5aw3dg,0.626800,0.060000,0.566800,0.626800,2,0.060012,0,6,0.416553,4,ka_thor_2026_07_27_ma12.json,2026-09-06T22:48:31Z,4,17,0,0,38,6,10
6ns2mm7uc0gbcezv0wqfc47bo,2026-07-27,16,KA,Thór,Thór,KA,dys496cnlmowm95ehcfgcrvbm,0.465400,0.099700,0.365700,0.465400,1,0.099671,0,3,0.162789,2,ka_thor_2026_07_27_ma12.json,2026-09-06T22:48:31Z,0,17,0,0,35,16,4
6ocgp8yolwea0h8nxo30knw2c,2026-08-01,17,ÍBV,Fram,ÍBV,Fram,3tlx1zjkgrsdky3abrqe2c9c3,1.249000,0.188200,0.272400,0.460600,5,0.188174,0,6,0.976574,0,ibv_fram_2026_08_01_ma12.json,2026-09-06T22:48:32Z,4,25,0,1,18,5,4
6ocgp8yolwea0h8nxo30knw2c,2026-08-01,17,ÍBV,Fram,Fram,ÍBV,ta7x6ep3lniyckj6la77zw,1.302900,0.302100,0.212400,0.514500,5,0.302075,0,7,1.118678,1,ibv_fram_2026_08_01_ma12.json,2026-09-06T22:48:32Z,3,15,0,1,26,9,3
6pf2la0pyqpwd6h95w1v1jz84,2026-08-02,17,ÍA,Víkingur R,ÍA,Víkingur R,9ar4wcltrggiz60w77e3z56m2,1.578200,0.270300,1.307900,1.578200,5,0.270308,0,5,0.270308,0,ia_vikingur_r_2026_08_02_ma12.json,2026-09-06T22:48:31Z,5,10,1,0,24,4,2
6pf2la0pyqpwd6h95w1v1jz84,2026-08-02,17,ÍA,Víkingur R,Víkingur R,ÍA,7gmdb4hmtrz199zv9r66qy9qp,1.859500,0.250300,0.820700,1.071100,4,0.250348,0,5,1.038748,0,ia_vikingur_r_2026_08_02_ma12.json,2026-09-06T22:48:31Z,5,7,2,1,25,10,3
6pxgeoksmg9deotwr0p74ik2c,2026-08-03,17,Valur,Stjarnan,Valur,Stjarnan,khmdmbol7850k3i07yusgpn,1.189900,0.359500,0.830400,1.189900,4,0.359527,0,6,0.431887,2,valur_stjarnan_2026_08_03_ma12.json,2026-09-06T22:48:31Z,3,16,1,0,7,9,9
6pxgeoksmg9deotwr0p74ik2c,2026-08-03,17,Valur,Stjarnan,Stjarnan,Valur,23vg6q15dzr375k6757j06wkq,2.517600,,2.517600,2.517600,0,0,0,4,0.481636,4,valur_stjarnan_2026_08_03_ma12.json,2026-09-06T22:48:31Z,4,11,0,0,15,15,3
6owoqahqoe666hvqas1ge0x78,2026-08-04,17,Thór,Breidablik,Thór,Breidablik,dys496cnlmowm95ehcfgcrvbm,2.426600,1.221300,1.205300,2.426600,6,1.221289,1,7,1.256388,1,thor_breidablik_2026_08_04_ma12.json,2026-09-06T22:48:32Z,5,15,1,0,22,10,3
6owoqahqoe666hvqas1ge0x78,2026-08-04,17,Thór,Breidablik,Breidablik,Thór,c6hu27u143y4z4te8b4036bae,0.853800,0.180200,0.673600,0.853800,4,0.180219,0,4,0.229081,2,thor_breidablik_2026_08_04_ma12.json,2026-09-06T22:48:32Z,9,12,0,0,28,9,4
6qg15to0b2rjab3e1lgrimcd0,2026-08-05,17,Keflavík,KA,Keflavík,KA,96h322mg5vnaneem9fjzgvioq,3.253200,1.096500,2.156700,3.253200,3,1.096536,0,5,1.259586,2,keflavik_ka_2026_08_05_ma12.json,2026-09-06T22:48:32Z,8,14,0,0,21,14,9
6qg15to0b2rjab3e1lgrimcd0,2026-08-05,17,Keflavík,KA,KA,Keflavík,4mo70a9j7p2ersbrieg5aw3dg,1.328600,0.264400,1.064200,1.328600,2,0.26436,0,4,0.292017,2,keflavik_ka_2026_08_05_ma12.json,2026-09-06T22:48:32Z,4,10,0,0,20,11,3
6r2iztqny98q8lc9z9k2422ok,2026-08-05,17,FH,KR,FH,KR,2ci0yr2esa7y4etjvl5vau077,0.878800,0.380400,0.498300,0.878800,5,0.380432,0,8,0.735928,3,fh_kr_2026_08_05_ma12.json,2026-09-06T22:48:31Z,3,11,0,0,24,15,9
6r2iztqny98q8lc9z9k2422ok,2026-08-05,17,FH,KR,KR,FH,629yaod9sjr350jvivp78vwfz,4.785000,0.674600,4.110300,4.785000,9,0.675491,0,10,1.146557,5,fh_kr_2026_08_05_ma12.json,2026-09-06T22:48:31Z,9,9,0,0,28,5,4
6rkztq8kdlpsnthcqgnexvris,2026-08-09,18,ÍA,Thór,ÍA,Thór,9ar4wcltrggiz60w77e3z56m2,3.843600,1.351300,1.703900,3.055200,13,1.36756,1,14,2.571337,2,ia_thor_2026_08_09_ma12.json,2026-09-06T22:48:31Z,6,15,1,1,22,12,3
6rkztq8kdlpsnthcqgnexvris,2026-08-09,18,ÍA,Thór,Thór,ÍA,dys496cnlmowm95ehcfgcrvbm,1.478300,0.859200,0.619000,1.478300,9,0.887823,0,9,1.055799,1,ia_thor_2026_08_09_ma12.json,2026-09-06T22:48:31Z,10,20,0,0,24,13,7
6s3ij28l2gs2ge13k1ldahous,2026-08-09,18,Víkingur R,ÍBV,Víkingur R,ÍBV,7gmdb4hmtrz199zv9r66qy9qp,2.516800,0.806100,1.710700,2.516800,8,0.806126,0,7,0.779227,0,vikingur_r_ibv_2026_08_09_ma12.json,2026-09-06T22:48:32Z,9,13,0,0,23,7,2
6s3ij28l2gs2ge13k1ldahous,2026-08-09,18,Víkingur R,ÍBV,ÍBV,Víkingur R,3tlx1zjkgrsdky3abrqe2c9c3,3.051700,,2.263300,2.263300,0,0,0,1,0.7884,0,vikingur_r_ibv_2026_08_09_ma12.json,2026-09-06T22:48:32Z,0,13,0,1,20,7,8
6slosuahlke6xjbyujytmsrv8,2026-08-09,18,KA,FH,KA,FH,4mo70a9j7p2ersbrieg5aw3dg,1.343100,0.216800,1.126400,1.343100,5,0.216782,0,10,0.546722,5,ka_fh_2026_08_09_ma12.json,2026-09-06T22:48:31Z,7,20,0,0,30,7,5
6slosuahlke6xjbyujytmsrv8,2026-08-09,18,KA,FH,FH,KA,2ci0yr2esa7y4etjvl5vau077,1.365800,0.730400,0.635400,1.365800,10,0.730412,1,11,0.715211,2,ka_fh_2026_08_09_ma12.json,2026-09-06T22:48:31Z,8,11,3,0,22,6,8
6t5appp7jrj2ahujvic3oerdg,2026-08-09,18,Stjarnan,Keflavík,Stjarnan,Keflavík,23vg6q15dzr375k6757j06wkq,2.905200,0.962900,1.942200,2.905200,13,0.962943,0,14,1.104326,1,stjarnan_keflavik_2026_08_09_ma12.json,2026-09-06T22:48:31Z,12,10,1,0,20,5,6
6t5appp7jrj2ahujvic3oerdg,2026-08-09,18,Stjarnan,Keflavík,Keflavík,Stjarnan,96h322mg5vnaneem9fjzgvioq,0.646700,0.121200,0.525500,0.646700,3,0.121216,0,5,0.50218,2,stjarnan_keflavik_2026_08_09_ma12.json,2026-09-06T22:48:31Z,3,14,0,0,11,18,3
6tvh4l4z7vq7wuo2difle5q8k,2026-08-09,18,Breidablik,Valur,Breidablik,Valur,c6hu27u143y4z4te8b4036bae,1.176000,0.234100,0.941900,1.176000,6,0.234082,0,10,0.694711,4,breidablik_valur_2026_08_09_ma12.json,2026-09-06T22:48:32Z,7,8,0,0,14,9,1
6tvh4l4z7vq7wuo2difle5q8k,2026-08-09,18,Breidablik,Valur,Valur,Breidablik,khmdmbol7850k3i07yusgpn,1.914100,0.152100,1.762000,1.914100,4,0.152083,0,6,0.369981,2,breidablik_valur_2026_08_09_ma12.json,2026-09-06T22:48:32Z,9,12,0,0,19,11,8
6ue3r1od5rd4bx2onlta00ff8,2026-08-10,18,Fram,KR,Fram,KR,ta7x6ep3lniyckj6la77zw,2.540300,0.984400,1.555900,2.540300,13,0.984419,2,15,1.054083,2,fram_kr_2026_08_10_ma12.json,2026-09-06T22:48:31Z,12,16,0,0,27,8,4
6ue3r1od5rd4bx2onlta00ff8,2026-08-10,18,Fram,KR,KR,Fram,629yaod9sjr350jvivp78vwfz,5.443500,0.452400,4.991100,5.443500,4,0.452437,1,6,0.68441,2,fram_kr_2026_08_10_ma12.json,2026-09-06T22:48:31Z,5,8,0,0,18,11,4
6wi5wxrwda5p9lb7u9u939tsk,2026-08-15,19,Thór,Keflavík,Thór,Keflavík,dys496cnlmowm95ehcfgcrvbm,0.307400,,0.307400,0.307400,0,0,0,1,0.034128,1,thor_keflavik_2026_08_15_ma12.json,2026-09-06T22:48:31Z,4,10,0,0,23,9,6
6wi5wxrwda5p9lb7u9u939tsk,2026-08-15,19,Thór,Keflavík,Keflavík,Thór,96h322mg5vnaneem9fjzgvioq,2.058600,0.510600,1.548000,2.058600,4,0.510551,0,3,0.289129,0,thor_keflavik_2026_08_15_ma12.json,2026-09-06T22:48:31Z,7,13,0,0,26,12,5
6uwp0tt9bcdieof3pp3krq1p0,2026-08-16,19,KR,Breidablik,KR,Breidablik,629yaod9sjr350jvivp78vwfz,2.624400,0.759300,1.865100,2.624400,9,0.759289,2,9,0.759289,0,kr_breidablik_2026_08_16_ma12.json,2026-09-06T22:48:32Z,14,13,0,0,19,9,7
6uwp0tt9bcdieof3pp3krq1p0,2026-08-16,19,KR,Breidablik,Breidablik,KR,c6hu27u143y4z4te8b4036bae,3.577200,0.435700,2.353100,2.788800,7,0.617585,1,7,1.366452,0,kr_breidablik_2026_08_16_ma12.json,2026-09-06T22:48:32Z,7,10,1,1,16,16,6
6vfgmnz3tshqp7g3kame6zc44,2026-08-16,19,FH,Víkingur R,FH,Víkingur R,2ci0yr2esa7y4etjvl5vau077,1.241300,1.060200,0.181100,1.241300,6,1.060169,2,6,1.060169,0,fh_vikingur_r_2026_08_16_ma12.json,2026-09-06T22:48:31Z,6,9,1,0,16,11,5
6vfgmnz3tshqp7g3kame6zc44,2026-08-16,19,FH,Víkingur R,Víkingur R,FH,7gmdb4hmtrz199zv9r66qy9qp,2.536400,0.654200,1.882200,2.536400,4,0.654174,1,7,0.75039,3,fh_vikingur_r_2026_08_16_ma12.json,2026-09-06T22:48:31Z,9,14,0,0,20,4,4
6vzuyvix8yx5h2qeen26rpdzo,2026-08-16,19,ÍBV,ÍA,ÍBV,ÍA,3tlx1zjkgrsdky3abrqe2c9c3,2.379800,0.668500,1.711300,2.379800,11,0.668493,0,9,0.521888,0,ibv_ia_2026_08_16_ma12.json,2026-09-06T22:48:32Z,10,17,0,0,20,6,7
6vzuyvix8yx5h2qeen26rpdzo,2026-08-16,19,ÍBV,ÍA,ÍA,ÍBV,9ar4wcltrggiz60w77e3z56m2,1.981600,0.087300,1.894200,1.981600,1,0.087346,0,4,0.244543,3,ibv_ia_2026_08_16_ma12.json,2026-09-06T22:48:32Z,2,12,0,0,26,10,4
6x0t70dkok8iz42fvkaueifpw,2026-08-17,19,Valur,KA,Valur,KA,khmdmbol7850k3i07yusgpn,4.401500,2.697500,1.704100,4.401500,14,2.697461,3,19,3.279426,5,valur_ka_2026_08_17_ma12.json,2026-09-06T22:48:31Z,9,14,4,0,20,13,8
6x0t70dkok8iz42fvkaueifpw,2026-08-17,19,Valur,KA,KA,Valur,4mo70a9j7p2ersbrieg5aw3dg,1.423400,0.262700,1.160700,1.423400,4,0.262702,0,6,0.391469,2,valur_ka_2026_08_17_ma12.json,2026-09-06T22:48:31Z,5,13,2,0,7,13,3
6xjl7mw9b6w95t0k4u2onwqok,2026-08-17,19,Fram,Stjarnan,Fram,Stjarnan,ta7x6ep3lniyckj6la77zw,2.079000,0.073100,2.005900,2.079000,2,0.073107,0,4,0.657768,2,fram_stjarnan_2026_08_17_ma12.json,2026-09-06T22:48:31Z,4,12,0,0,19,9,4
6xjl7mw9b6w95t0k4u2onwqok,2026-08-17,19,Fram,Stjarnan,Stjarnan,Fram,23vg6q15dzr375k6757j06wkq,1.492700,0.189800,1.302900,1.492700,5,0.189813,0,6,0.207188,1,fram_stjarnan_2026_08_17_ma12.json,2026-09-06T22:48:31Z,8,10,0,0,23,14,5
6y24v1zf1vxxh6j74b098bk0k,2026-08-23,20,Keflavík,ÍBV,Keflavík,ÍBV,96h322mg5vnaneem9fjzgvioq,1.420000,0.322300,1.097600,1.420000,5,0.322325,0,6,0.456455,1,keflavik_ibv_2026_08_23_ma12.json,2026-09-06T22:48:32Z,9,9,0,0,22,13,4
6y24v1zf1vxxh6j74b098bk0k,2026-08-23,20,Keflavík,ÍBV,ÍBV,Keflavík,3tlx1zjkgrsdky3abrqe2c9c3,2.589800,0.923700,1.666000,2.589800,8,0.923724,0,8,0.923724,0,keflavik_ibv_2026_08_23_ma12.json,2026-09-06T22:48:32Z,6,14,0,0,24,6,6
6ykkhi21pr1ydpklg9aqa2qs4,2026-08-23,20,ÍA,FH,ÍA,FH,9ar4wcltrggiz60w77e3z56m2,1.758600,0.554900,1.203700,1.758600,11,0.554851,1,16,1.174829,5,ia_fh_2026_08_23_ma12.json,2026-09-06T22:48:31Z,10,11,1,0,31,6,3
6ykkhi21pr1ydpklg9aqa2qs4,2026-08-23,20,ÍA,FH,FH,ÍA,2ci0yr2esa7y4etjvl5vau077,1.486600,0.458000,1.028600,1.486600,5,0.458015,0,9,0.878811,5,ia_fh_2026_08_23_ma12.json,2026-09-06T22:48:31Z,2,10,2,0,19,16,1
6z2yj8m0wwg0vjigxldn1r6dw,2026-08-23,20,KA,KR,KA,KR,4mo70a9j7p2ersbrieg5aw3dg,1.408200,0.090600,1.317600,1.408200,1,0.090602,1,7,1.041971,6,ka_kr_2026_08_23_ma12.json,2026-09-06T22:48:32Z,3,9,0,0,17,14,8
6z2yj8m0wwg0vjigxldn1r6dw,2026-08-23,20,KA,KR,KR,KA,629yaod9sjr350jvivp78vwfz,3.626300,0.220600,3.405600,3.626300,6,0.22062,2,9,0.727727,3,ka_kr_2026_08_23_ma12.json,2026-09-06T22:48:32Z,10,15,1,0,14,7,9
6zldk8i1g77uc5e4o6bpc1fro,2026-08-23,20,Stjarnan,Thór,Stjarnan,Thór,23vg6q15dzr375k6757j06wkq,3.823100,1.425700,2.397400,3.823100,6,1.425667,1,8,1.648151,2,stjarnan_thor_2026_08_23_ma12.json,2026-09-06T22:48:32Z,7,15,0,0,20,8,3
