match_id,date,round,team,opponent,venue,result,goalkeeper,match_name,player_id,shirt_number,listed_position,accurateBackZonePass,accurateChippedPass,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attBxCentre,attCmissRight,attCorner,attFreekickGoal,attFreekickTotal,attGoalHighLeft,attHdMiss,attHdTotal,attIboxMiss,attLgRight,attMissRight,attOboxGoal,attRfGoal,attRfTotal,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceSaves,blockedPass,carries,challengeLost,cleanSheet,diveSave,divingSave,duelLost,duelWon,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,finalThirdEntriesOpenPlay,formationPlace,fouls,fwdPass,gameStarted,gkSmother,goalKicks,goals,goalsConceded,goalsConcededIbox,goalsConcededObox,goodHighClaim,headClearance,headPass,keeperPickUp,keeperThrows,lastManTackle,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,minsPlayed,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,ownGoalsConceded,passesLeft,passesRight,penAreaEntries,penAreaEntriesOpenPlay,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,possLostAll,possLostCtrl,possWonDef3rd,possWonMid3rd,progressiveCarries,punches,putThrough,rightsidePass,savedIbox,savedObox,saves,secondGoalAssist,shotCreated,shotOffTarget,standCatch,standSave,successfulFinalThirdEntries,successfulFinalThirdEntriesOpenPlay,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPenAreaEntries,successfulPenAreaEntriesOpenPlay,successfulPutThrough,timesTackled,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalFinalThirdPasses,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalPass,totalScoringAtt,totalSubOff,totalSubOn,totalTackle,totalThrows,touches,touchesInFinalThird,touchesInOppBox,turnover,unsuccessfulTouch,wasFouled,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,expectedGoalsConceded,expectedGoalsNonpenaltyConceded,expectedGoalsontargetConceded,expectedGoalsontargetNonpenaltyConceded,team_id,goalkeeper_identity_method,source_ma2,source_ma12,source_last_updated,source_opta_player_id,source_opta_player_name,canonical_player_id,canonical_player_id_status,identity_correction_source,source_opta_goalkeeper_full_name,derived_pass_completion_pct,derived_long_pass_completion_pct,derived_goal_kick_completion_pct,derived_saves_per90,derived_xgot_minus_non_own_goals_conceded,xg_zero_fill_fields,diveCatch,attMissLeft,dispossessed
6k43cpem74s85me05orasbc44,2026-07-20,15,Keflavík,ÍA,H,5-2,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,16,,4,3,1,4,4,,8,20,,1,,,,,,,,,,,,,,,,,,9,6,,,,12,,2,1,3,,,,1,1,,1,,,,4,2,1,1,27,1,,8,,2,2,,1,,,9,4,,3,11,4,2,90,,,,22,,,1,,,1,1,1,,14,14,2,,,,1,4,4,,4,,,,,,,,,17,,,1,0,,23,2,1,,4,11,2,1,8,,21,34,,,,,,46,,,,,,0,,,,1,2.148300,1.359900,1.851700,1.047600,96h322mg5vnaneem9fjzgvioq,lineup_position,keflavik_ia_2026_07_20_ma2.json,keflavik_ia_2026_07_20_ma12.json,2026-09-06T22:48:32Z,67iuqfijm1h3db1j85g111rf8,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,as_supplied_by_opta,,Ásgeir Orri Magnússon,58.82,38.1,37.5,4.0,-0.1483,,,,
6k43cpem74s85me05orasbc44,2026-07-20,15,ÍA,Keflavík,A,2-5,Jón Sölvi Símonarson,J. Símonarson,dvgli93iyhzu9t5slbbxts178,37,Goalkeeper,26,1,1,2,1,7,1,,1,27,,,,,,,,,,,,,,,,,,,,18,11,,,,10,,1,,5,,,,4,,,3,,,,5,4,1,,21,1,,2,,5,1,4,,,,7,7,,5,9,1,3,90,,,,29,,,1,3,3,1,,1,,10,10,3,,1,,,9,5,1,6,,,,,,1,,1,21,,,,0,,26,1,3,,5,9,,1,9,,9,35,,,,,,53,,,2,2,,0,,,,,2.902500,2.114100,3.785200,2.877400,9ar4wcltrggiz60w77e3z56m2,lineup_position,keflavik_ia_2026_07_20_ma2.json,keflavik_ia_2026_07_20_ma12.json,2026-09-06T22:48:32Z,dvgli93iyhzu9t5slbbxts178,J. Símonarson,dvgli93iyhzu9t5slbbxts178,as_supplied_by_opta,,Jón Sölvi Símonarson,77.14,11.11,100.0,6.0,-1.2148,,,,
6l5boitcgm6acvwvgmbo59xck,2026-07-20,15,FH,Breidablik,H,0-0,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,13,1,2,3,1,1,3,,4,15,,,,,,,,,,,,,,,,,,,,11,3,,,,2,,,,,,1,,,,,1,,,,1,1,1,,13,1,,4,,,,,,,,2,1,,6,7,2,,90,,,,20,,1,1,,,,,,,11,11,,,,,,7,1,,1,,,,,,1,1,1,11,,,,0,,19,2,1,,1,7,,1,12,,15,26,,,,,,31,,,,,,0,,,,,0.989600,0.989600,0.021000,0.021000,2ci0yr2esa7y4etjvl5vau077,lineup_position,fh_breidablik_2026_07_20_ma2.json,fh_breidablik_2026_07_20_ma12.json,2026-09-06T22:48:32Z,29q6xnzs6z0lnt8ntpiber696,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,as_supplied_by_opta,,Jökull Andrésson,57.69,26.67,75.0,1.0,0.021,,,,
6l5boitcgm6acvwvgmbo59xck,2026-07-20,15,Breidablik,FH,A,0-0,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,25,4,1,4,,8,1,,7,26,,,1,,,,,,,,,,,,,,,,,11,5,,,,15,,3,,8,,1,,2,,1,1,,,,2,2,1,,22,1,,5,,,,,,,,12,9,,7,10,1,2,90,,,,32,,,2,1,1,,,,,14,14,3,,4,,,10,7,1,8,,,,,3,,,,21,,,,0,,29,4,1,,2,10,,,12,,19,39,,,,,,57,,,,,,0,,,,,1.767200,1.767200,1.993500,1.993500,c6hu27u143y4z4te8b4036bae,lineup_position,fh_breidablik_2026_07_20_ma2.json,fh_breidablik_2026_07_20_ma12.json,2026-09-06T22:48:32Z,9zzg49vnaufp7j6yj7pcg6sb9,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,as_supplied_by_opta,,Anton Ari Einarsson,66.67,36.84,80.0,8.0,1.9935,,,,
6lnynv06x66g2ia1yh0jnp4ic,2026-07-24,16,Víkingur R,Keflavík,H,5-1,Aron Snær Friðriksson,A. Friðriksson,7djiu062df2mock06lrukjw0l,29,Goalkeeper,22,3,3,,,5,2,,5,25,,,,,,,,,,,,,,,,,,,,6,3,,,,5,,1,,10,,,,,,,,,,,6,6,1,,18,1,,1,,1,1,,,,,5,5,,10,12,3,1,90,,,,35,,1,5,,,,,,,11,11,,,3,,,8,1,,1,,,,,,1,1,1,25,,,,0,,24,5,,,6,12,,,10,,16,36,,,,,,42,,,,,,0,,,,,0.829800,0.829800,0.333800,0.333800,7gmdb4hmtrz199zv9r66qy9qp,lineup_position,vikingur_r_keflavik_2026_07_24_ma2.json,vikingur_r_keflavik_2026_07_24_ma12.json,2026-09-06T22:48:31Z,7djiu062df2mock06lrukjw0l,A. Friðriksson,7djiu062df2mock06lrukjw0l,as_supplied_by_opta,,Aron Snær Friðriksson,69.44,31.25,0.0,1.0,-0.6662,,,,
6lnynv06x66g2ia1yh0jnp4ic,2026-07-24,16,Keflavík,Víkingur R,A,1-5,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,23,2,8,6,1,5,4,,13,31,,,,,,,,,,,,,,,,,,,,19,3,,,,8,,1,,8,,,4,4,,,2,,2,,1,1,1,,31,1,,7,,5,4,1,,,,6,5,,7,16,8,5,90,,,,34,,1,1,,,,,,,13,13,2,,1,1,,4,4,1,5,,,,,,,,,24,,,,0,,26,5,2,,1,16,1,1,11,,24,42,,,,,,57,,,1,1,,0,,,,,3.225500,3.225500,4.236600,4.236600,96h322mg5vnaneem9fjzgvioq,lineup_position,vikingur_r_keflavik_2026_07_24_ma2.json,vikingur_r_keflavik_2026_07_24_ma12.json,2026-09-06T22:48:31Z,67iuqfijm1h3db1j85g111rf8,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,as_supplied_by_opta,,Ásgeir Orri Magnússon,73.81,54.17,85.71,5.0,-0.7634,,,,
5nj00vsakxj77urdnu0mn57v8,2026-07-26,16,ÍA,Stjarnan,H,5-1,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,7,,6,4,1,7,2,,7,13,,,1,,,,,,,,,,,,,,,,,10,8,,,,14,,1,,6,,,1,3,,2,3,,,,5,4,1,,24,1,,7,,1,1,,2,,,9,7,,1,16,6,,90,,,,14,,1,,,,,,1,1,14,14,3,,,1,1,2,3,3,6,,,,1,,2,1,2,6,,,,0,,11,1,3,,5,16,3,1,9,,20,27,,,,,,47,,,,,1,0,,,,,1.628000,0.839600,1.856300,1.090700,9ar4wcltrggiz60w77e3z56m2,lineup_position,ia_stjarnan_2026_07_26_ma2.json,ia_stjarnan_2026_07_26_ma12.json,2026-09-06T22:48:31Z,9dwayhvpts3huz0z8pid94i96,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,as_supplied_by_opta,,Árni Marinó Einarsson,48.15,35.0,57.14,6.0,0.8563,,,,
5nj00vsakxj77urdnu0mn57v8,2026-07-26,16,Stjarnan,ÍA,A,1-5,Árni Snær Ólafsson,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,12,Goalkeeper,20,2,5,2,1,1,3,,6,25,,,,,,,,,,,,,,,,,,,,6,8,,,,11,,,,6,,,,,,,1,,2,,13,10,1,,32,1,,4,,5,2,3,,,,5,1,,7,20,5,,90,,,,34,,1,3,1,1,,,,,17,17,6,,2,,,3,,,,,,,,,4,3,4,21,,,,0,,22,2,1,,13,20,,1,15,,21,42,,,,,,44,,,,,,0,,,,,2.408500,2.408500,3.039600,3.039600,23vg6q15dzr375k6757j06wkq,lineup_position,ia_stjarnan_2026_07_26_ma2.json,ia_stjarnan_2026_07_26_ma12.json,2026-09-06T22:48:31Z,7ibfw77zng0sh9dv2h0srauol,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,as_supplied_by_opta,,Árni Snær Ólafsson,59.52,28.57,50.0,0.0,-1.9604,,,,
6m8hcarbmhojs7z599l64p2qc,2026-07-26,16,Fram,FH,H,0-0,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,15,,2,2,,4,3,,5,17,,,,,,,,,,,,,,,,,,,,12,3,,,,10,,1,,6,,1,,,,,1,,,,4,4,1,,15,1,,3,,,,,1,,,9,5,,10,9,2,,90,,,,23,,,2,,,,,,,10,10,,,1,1,,1,1,1,2,,,,,2,2,2,2,15,,,,0,,17,3,1,,4,9,1,,8,,13,26,,,,,,35,,,,,,0,,,,,1.595200,1.595200,0.273100,0.273100,ta7x6ep3lniyckj6la77zw,lineup_position,fram_fh_2026_07_26_ma2.json,fram_fh_2026_07_26_ma12.json,2026-09-06T22:48:31Z,ep3hf2ww6epapo978sbn665be,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,as_supplied_by_opta,,Viktor Freyr Sigurðsson,65.38,38.46,66.67,2.0,0.2731,,,,
6m8hcarbmhojs7z599l64p2qc,2026-07-26,16,FH,Fram,A,0-0,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,17,3,1,7,,6,3,,7,18,,,2,,,,,,,,,,,,,,,,,10,6,,,,8,,,,,,1,,1,,2,1,,,,2,,1,,12,1,,9,,,,,2,,,6,6,,2,6,1,1,90,,,,13,,2,,,,,,,,6,6,,,,1,,10,1,1,2,,,,,,,,,9,,,,0,,18,3,1,,2,6,4,,7,,13,24,,,,,,38,,,,,,0,,,,,1.194800,1.194800,0.314500,0.314500,2ci0yr2esa7y4etjvl5vau077,lineup_position,fram_fh_2026_07_26_ma2.json,fram_fh_2026_07_26_ma12.json,2026-09-06T22:48:31Z,29q6xnzs6z0lnt8ntpiber696,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,as_supplied_by_opta,,Jökull Andrésson,75.0,53.85,77.78,2.0,0.3145,,,,
6n9ii6bzwrix2tvuix18mzthw,2026-07-27,16,Breidablik,ÍBV,H,1-0,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,23,5,2,,,6,1,,6,25,,,2,,,,,,,,,,,,,,,,,7,4,,,,11,,,,7,,1,2,2,,2,1,,,,7,5,1,,23,1,,1,,,,,2,,,9,6,,7,11,2,2,90,,,,30,,2,1,,,,,,,10,10,,,1,,,5,1,2,3,,,,1,,,,,23,,,,0,,24,5,1,,7,11,2,,9,,16,35,,,,,,47,,,,,,0,,,,,0.891900,0.891900,0.727000,0.727000,c6hu27u143y4z4te8b4036bae,lineup_position,breidablik_ibv_2026_07_27_ma2.json,breidablik_ibv_2026_07_27_ma12.json,2026-09-06T22:48:32Z,9zzg49vnaufp7j6yj7pcg6sb9,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,as_supplied_by_opta,,Anton Ari Einarsson,71.43,37.5,0.0,3.0,0.727,,,,
6n9ii6bzwrix2tvuix18mzthw,2026-07-27,16,ÍBV,Breidablik,A,0-1,Ari í Haraldsstovu Petersen,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,33,Goalkeeper,46,4,4,1,3,7,2,,11,50,,,,,,,,,,,,,,,,,,,,8,2,,,,9,,,,15,,,,,,1,3,2,,,3,3,1,,38,1,,1,,1,1,,1,2,,7,7,,8,10,4,,90,,,,56,,2,1,1,1,,,,,9,9,1,,9,1,1,13,2,1,4,,,,,,1,1,1,47,,,,0,,49,7,3,,3,10,1,3,6,,19,59,,,,,,75,,,,,1,0,,,,,0.582000,0.582000,1.207600,1.207600,3tlx1zjkgrsdky3abrqe2c9c3,lineup_position,breidablik_ibv_2026_07_27_ma2.json,breidablik_ibv_2026_07_27_ma12.json,2026-09-06T22:48:32Z,92h0ymqm9kvcav8rvzftpvq0a,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,as_supplied_by_opta,,Ari í Haraldsstovu Petersen,84.75,57.89,100.0,4.0,0.2076,,,,
6ns2mm7uc0gbcezv0wqfc47bo,2026-07-27,16,KA,Thór,H,0-0,Ívar Arnbro Þórhallsson,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,1,Goalkeeper,28,4,4,4,,10,1,,7,32,,,,,,,,,,,,,,,,,,,,4,5,,,,12,,,,4,,1,,3,,,,,,,2,2,1,,21,1,,6,,,,,,,,11,10,,9,8,4,,90,,,,33,,2,1,,,,,,,9,9,1,,,,,11,2,4,6,,,,1,,1,1,1,26,,,,0,,33,5,,,2,8,,,7,,16,41,,,,,,57,,,,,,0,,,,,0.465400,0.465400,0.887500,0.887500,4mo70a9j7p2ersbrieg5aw3dg,lineup_position,ka_thor_2026_07_27_ma2.json,ka_thor_2026_07_27_ma12.json,2026-09-06T22:48:31Z,b4ffy39rimcfhu66yflwba8t0,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,as_supplied_by_opta,,Ívar Arnbro Þórhallsson,78.05,43.75,66.67,6.0,0.8875,,,,
6ns2mm7uc0gbcezv0wqfc47bo,2026-07-27,16,Thór,KA,A,0-0,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,12,5,7,2,1,4,4,,9,19,,,,,,,,,,,,,,,,,,,,6,5,,,,11,,1,,1,,1,1,2,,,1,,,,11,7,1,,29,1,,13,,,,,,,,10,4,,4,25,7,,90,,,,19,,2,8,2,2,,,,,18,18,1,,1,,,4,1,2,3,,,,,,4,3,4,15,,,,0,,12,7,1,,11,25,,1,7,,27,37,,,,,,45,,,,,,0,,,,,0.626800,0.626800,0.641500,0.641500,dys496cnlmowm95ehcfgcrvbm,lineup_position,ka_thor_2026_07_27_ma2.json,ka_thor_2026_07_27_ma12.json,2026-09-06T22:48:31Z,2vfiu4zekww816g1j3bverill,A. Stefánsson,2vfiu4zekww816g1j3bverill,as_supplied_by_opta,,Aron Birkir Stefánsson,51.35,33.33,15.38,3.0,0.6415,,,,
6ocgp8yolwea0h8nxo30knw2c,2026-08-01,17,ÍBV,Fram,H,1-2,Ari í Haraldsstovu Petersen,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,33,Goalkeeper,45,4,3,4,,4,1,,6,48,,,,,,,,,,,,,,,,,,,,8,4,,,,9,,,,11,,,,,,,,,,,7,7,1,,24,1,,4,,2,2,,,,,6,4,,18,8,3,,90,,,,50,1,4,1,2,2,1,,1,,6,6,3,,5,,,12,1,,1,,,,,,2,2,2,44,,,,0,,46,6,,,7,8,,,5,,12,54,,,,,,59,,,,,,0,,,,,1.302900,0.514500,1.017000,0.176500,3tlx1zjkgrsdky3abrqe2c9c3,lineup_position,ibv_fram_2026_08_01_ma2.json,ibv_fram_2026_08_01_ma12.json,2026-09-06T22:48:32Z,92h0ymqm9kvcav8rvzftpvq0a,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,as_supplied_by_opta,,Ari í Haraldsstovu Petersen,88.89,50.0,100.0,1.0,0.017,,,,
6ocgp8yolwea0h8nxo30knw2c,2026-08-01,17,Fram,ÍBV,A,2-1,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,6,,3,,,3,3,,3,9,,,1,,,,,,,,,,,,,,,,,6,6,,,,14,,,,4,,,,,,3,1,,,,10,5,1,,20,1,,2,,1,1,,2,,,10,3,,3,18,3,,90,,,,16,,3,,,,1,,1,,17,17,2,,2,1,,3,,,,,,,,,2,1,2,7,,,,0,,8,,1,,10,18,2,,16,,20,26,,,,,,35,,,,,2,0,,,,,1.249000,0.460600,0.803000,0,ta7x6ep3lniyckj6la77zw,lineup_position,ibv_fram_2026_08_01_ma2.json,ibv_fram_2026_08_01_ma12.json,2026-09-06T22:48:32Z,ep3hf2ww6epapo978sbn665be,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,as_supplied_by_opta,,Viktor Freyr Sigurðsson,34.62,15.0,0.0,0.0,-0.197,expectedGoalsontargetNonpenaltyConceded,,,
6pf2la0pyqpwd6h95w1v1jz84,2026-08-02,17,ÍA,Víkingur R,H,2-2,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,11,2,3,1,1,2,2,,5,14,,,,,,,,,,,,,,,,,,,,6,4,,,,4,,,,1,,,,,,,1,,,,6,6,1,,16,1,,4,,2,1,1,1,,,2,2,,4,12,3,,90,,,,18,,1,3,,,1,,1,,10,10,1,,1,,,4,,,,,,,,,2,2,2,12,,,,0,,12,5,1,,6,12,1,1,6,,15,24,,,,,,28,,,,,,0,,,,,1.859500,1.071100,1.155000,0.380600,9ar4wcltrggiz60w77e3z56m2,lineup_position,ia_vikingur_r_2026_08_02_ma2.json,ia_vikingur_r_2026_08_02_ma12.json,2026-09-06T22:48:31Z,9dwayhvpts3huz0z8pid94i96,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,as_supplied_by_opta,,Árni Marinó Einarsson,58.33,33.33,25.0,0.0,-0.845,,,,
6pf2la0pyqpwd6h95w1v1jz84,2026-08-02,17,Víkingur R,ÍA,A,2-2,Ögmundur Kristinsson,Ö. Kristinsson,3id109ui2dalt4xel2wf2x1p1,47,Goalkeeper,15,4,9,2,1,3,3,,10,24,,,,,,,,,,,,,,,,,,,,9,4,,,,12,,1,,5,,,,,,,2,,,1,14,12,1,,33,1,,3,,2,2,,,,,11,3,,5,24,9,,90,,,,33,,4,3,,,,,,,17,17,1,,2,1,1,3,2,,2,,,,,,6,6,6,20,,,,0,,17,9,2,,14,24,,1,13,,27,41,,,,,,48,,,,,,0,,,,,1.578200,1.578200,1.298200,1.298200,7gmdb4hmtrz199zv9r66qy9qp,lineup_position,ia_vikingur_r_2026_08_02_ma2.json,ia_vikingur_r_2026_08_02_ma12.json,2026-09-06T22:48:31Z,3id109ui2dalt4xel2wf2x1p1,Ö. Kristinsson,3id109ui2dalt4xel2wf2x1p1,as_supplied_by_opta,,Ögmundur Kristinsson,58.54,37.04,66.67,2.0,-0.7018,,,,
6pxgeoksmg9deotwr0p74ik2c,2026-08-03,17,Valur,Stjarnan,H,2-3,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,18,Goalkeeper,23,,1,7,,8,,,2,24,,,,,,,,,,,,,,,,,,,,17,7,,,,12,,,,,,,2,2,,,1,,,,1,,1,,8,1,,8,,3,3,,1,,,10,9,,10,3,2,1,90,,,,16,,,,,,,,,,4,4,1,,,,,9,3,,3,,,,,,,,,15,,,,0,,25,,1,,1,2,1,,,,4,27,,,,,,42,,,,,,0,,,,,2.517600,2.517600,1.514200,1.514200,khmdmbol7850k3i07yusgpn,lineup_position,valur_stjarnan_2026_08_03_ma2.json,valur_stjarnan_2026_08_03_ma12.json,2026-09-06T22:48:31Z,c4esrbgbv6v715768v2cb676d,F. Schram,c4esrbgbv6v715768v2cb676d,as_supplied_by_opta,,Frederik August Albrecht Schram,88.89,50.0,87.5,3.0,-1.4858,,,,
6pxgeoksmg9deotwr0p74ik2c,2026-08-03,17,Stjarnan,Valur,A,3-2,Árni Snær Ólafsson,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,12,Goalkeeper,31,2,7,2,1,3,3,,8,38,,,,,,,,,,,,,,,,,,,,9,8,,,,6,,,,5,,,1,1,,,,,,,4,1,1,,25,1,,2,,2,1,1,,,,3,3,,12,11,7,1,90,,,,38,,4,,,,,,,,5,5,3,,1,,,6,2,2,4,,,,,,3,1,3,34,,,,0,,32,3,,,4,11,,1,7,,12,43,,,,,,50,,,,,,0,,,,,1.189900,1.189900,0.946000,0.946000,23vg6q15dzr375k6757j06wkq,lineup_position,valur_stjarnan_2026_08_03_ma2.json,valur_stjarnan_2026_08_03_ma12.json,2026-09-06T22:48:31Z,7ibfw77zng0sh9dv2h0srauol,Á. Ólafsson,7ibfw77zng0sh9dv2h0srauol,as_supplied_by_opta,,Árni Snær Ólafsson,88.37,66.67,100.0,4.0,-1.054,,,,
6owoqahqoe666hvqas1ge0x78,2026-08-04,17,Thór,Breidablik,H,1-0,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,11,2,5,2,1,3,1,,6,16,,,1,,,,,,,,,,,,,,,,,12,3,,,,5,,,,3,,1,,1,,2,2,,,,8,4,1,,19,1,,10,,,,,,,,5,3,,6,18,5,,90,,,,17,,2,8,1,1,,,,,13,13,,,2,2,,4,2,1,3,,,,,,3,2,3,14,,,,0,,11,5,2,,8,18,,1,3,,19,29,,,,,,38,,,,,1,0,,,,,0.853800,0.853800,0.453300,0.453300,dys496cnlmowm95ehcfgcrvbm,lineup_position,thor_breidablik_2026_08_04_ma2.json,thor_breidablik_2026_08_04_ma12.json,2026-09-06T22:48:32Z,2vfiu4zekww816g1j3bverill,A. Stefánsson,2vfiu4zekww816g1j3bverill,as_supplied_by_opta,,Aron Birkir Stefánsson,55.17,31.58,20.0,3.0,0.4533,,,,
6owoqahqoe666hvqas1ge0x78,2026-08-04,17,Breidablik,Thór,A,0-1,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,32,4,2,1,1,3,,,5,34,,,,,,,,,,,,,,,,,,,,10,6,,,,11,,,,6,,,,1,,,,,,,2,2,1,,20,1,,1,,1,1,,2,,,7,4,,8,6,2,,90,,,,37,,1,,,,,,,,8,8,2,,2,,,13,1,2,3,,,,1,,1,1,1,32,,,,0,,35,8,,,2,6,2,1,2,,12,41,,,,,,50,,,,,,0,,,,,2.426600,2.426600,1.149200,1.149200,c6hu27u143y4z4te8b4036bae,lineup_position,thor_breidablik_2026_08_04_ma2.json,thor_breidablik_2026_08_04_ma12.json,2026-09-06T22:48:32Z,9zzg49vnaufp7j6yj7pcg6sb9,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,as_supplied_by_opta,,Anton Ari Einarsson,82.93,41.67,100.0,3.0,0.1492,,,,
6qg15to0b2rjab3e1lgrimcd0,2026-08-05,17,Keflavík,KA,H,3-0,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,8,,7,8,1,9,1,,10,15,,,1,,,,,,,,,,,,,,,,,8,9,,,,11,,1,,2,,1,,,,2,3,,,,3,1,1,,23,1,,14,,,,,2,,,9,9,,1,18,7,,90,,,,6,,1,,1,1,,,,,12,12,,,1,2,,3,2,1,3,,,,,2,,,,5,,,,0,,9,1,3,,3,18,3,1,5,,22,27,,,,,,46,,,,,1,0,,,,,1.328600,1.328600,0.712300,0.712300,96h322mg5vnaneem9fjzgvioq,lineup_position,keflavik_ka_2026_08_05_ma2.json,keflavik_ka_2026_08_05_ma12.json,2026-09-06T22:48:32Z,67iuqfijm1h3db1j85g111rf8,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,as_supplied_by_opta,,Ásgeir Orri Magnússon,55.56,45.45,57.14,3.0,0.7123,,,,
6qg15to0b2rjab3e1lgrimcd0,2026-08-05,17,KA,Keflavík,A,0-3,Ívar Arnbro Þórhallsson,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,1,Goalkeeper,15,,2,6,,3,3,,5,17,,,,,,,,,,,,,,,,,,,,13,5,,,,6,,1,,1,,,1,1,,,,,,,2,2,1,,19,1,,7,,3,2,1,,,,3,3,,1,9,2,,90,,,,20,,8,,,,,,,,10,10,3,,1,,,7,1,1,2,,,,,1,,,,11,,,,0,,18,2,,,2,9,,,10,,15,27,,,,,,32,,,,,,0,,,,,3.253200,3.253200,2.557200,2.557200,4mo70a9j7p2ersbrieg5aw3dg,lineup_position,keflavik_ka_2026_08_05_ma2.json,keflavik_ka_2026_08_05_ma12.json,2026-09-06T22:48:32Z,b4ffy39rimcfhu66yflwba8t0,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,as_supplied_by_opta,,Ívar Arnbro Þórhallsson,62.96,33.33,85.71,2.0,-0.4428,,,,
6r2iztqny98q8lc9z9k2422ok,2026-08-05,17,FH,KR,H,1-1,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,14,2,,8,1,8,,,2,14,,,1,,,,,,,,,,,,,,,,,20,12,,,,13,,3,,3,,,2,6,,1,3,,,,1,1,1,,13,1,1,8,,1,1,,2,,,11,9,,6,4,,1,90,,,,12,,1,1,,,,,,,9,9,,,,2,,3,6,3,9,,,,,1,,,,5,,,,0,,18,4,3,,1,4,2,2,5,,10,22,,,,,,46,,,,,,0,,,,,4.785000,4.785000,3.730500,3.730500,2ci0yr2esa7y4etjvl5vau077,lineup_position,fh_kr_2026_08_05_ma2.json,fh_kr_2026_08_05_ma12.json,2026-09-06T22:48:31Z,29q6xnzs6z0lnt8ntpiber696,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,as_supplied_by_opta,,Jökull Andrésson,63.64,20.0,100.0,9.0,2.7305,,,,
