match_id,date,round,team,opponent,venue,result,goalkeeper,match_name,player_id,shirt_number,listed_position,accurateBackZonePass,accurateChippedPass,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attBxCentre,attCmissRight,attCorner,attFreekickGoal,attFreekickTotal,attGoalHighLeft,attHdMiss,attHdTotal,attIboxMiss,attLgRight,attMissRight,attOboxGoal,attRfGoal,attRfTotal,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceSaves,blockedPass,carries,challengeLost,cleanSheet,diveSave,divingSave,duelLost,duelWon,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,finalThirdEntriesOpenPlay,formationPlace,fouls,fwdPass,gameStarted,gkSmother,goalKicks,goals,goalsConceded,goalsConcededIbox,goalsConcededObox,goodHighClaim,headClearance,headPass,keeperPickUp,keeperThrows,lastManTackle,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,minsPlayed,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,ownGoalsConceded,passesLeft,passesRight,penAreaEntries,penAreaEntriesOpenPlay,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,possLostAll,possLostCtrl,possWonDef3rd,possWonMid3rd,progressiveCarries,punches,putThrough,rightsidePass,savedIbox,savedObox,saves,secondGoalAssist,shotCreated,shotOffTarget,standCatch,standSave,successfulFinalThirdEntries,successfulFinalThirdEntriesOpenPlay,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPenAreaEntries,successfulPenAreaEntriesOpenPlay,successfulPutThrough,timesTackled,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalFinalThirdPasses,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalPass,totalScoringAtt,totalSubOff,totalSubOn,totalTackle,totalThrows,touches,touchesInFinalThird,touchesInOppBox,turnover,unsuccessfulTouch,wasFouled,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,expectedGoalsConceded,expectedGoalsNonpenaltyConceded,expectedGoalsontargetConceded,expectedGoalsontargetNonpenaltyConceded,team_id,goalkeeper_identity_method,source_ma2,source_ma12,source_last_updated,source_opta_player_id,source_opta_player_name,canonical_player_id,canonical_player_id_status,identity_correction_source,source_opta_goalkeeper_full_name,derived_pass_completion_pct,derived_long_pass_completion_pct,derived_goal_kick_completion_pct,derived_saves_per90,derived_xgot_minus_non_own_goals_conceded,xg_zero_fill_fields,diveCatch,attMissLeft,dispossessed
6r2iztqny98q8lc9z9k2422ok,2026-08-05,17,KR,FH,A,1-1,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,18,,2,4,2,3,3,,4,20,,,,1,,,,,,,,,,,,,,,,7,5,,,,8,1,1,,4,,,,,,,2,,,,9,8,1,,26,1,,5,,1,1,,,,,6,4,,5,11,2,2,90,,1,,27,,2,1,1,1,,,,,14,14,2,,,,,2,3,,3,,1,,,1,2,2,2,16,,,,0,1,22,3,2,,9,11,,2,12,,17,33,,,,,,42,,,,,,0,,,,,0.878800,0.878800,1.669700,1.669700,629yaod9sjr350jvivp78vwfz,lineup_position,fh_kr_2026_08_05_ma2.json,fh_kr_2026_08_05_ma12.json,2026-09-06T22:48:31Z,cdx5akkzjrm6j7erasu8k4hlg,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,as_supplied_by_opta,,Halldór Snær Georgsson,60.61,23.53,80.0,3.0,0.6697,,,,
6rkztq8kdlpsnthcqgnexvris,2026-08-09,18,ÍA,Thór,H,2-0,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,6,,6,3,,3,4,,7,12,,,1,,,,,,,,,,,,,,,,,10,6,,,,12,,,,,,1,,,,1,2,,,1,10,6,1,,26,1,,4,,,,,1,,,10,3,,1,22,6,1,90,,,,20,,2,1,,,,,,,18,18,1,,,1,,3,3,1,4,,,,,1,3,1,3,8,,,,0,,8,1,2,,10,22,3,,17,,25,30,,,,,,42,,,,,,0,,,,,1.478300,1.478300,0.542800,0.542800,9ar4wcltrggiz60w77e3z56m2,lineup_position,ia_thor_2026_08_09_ma2.json,ia_thor_2026_08_09_ma12.json,2026-09-06T22:48:31Z,9dwayhvpts3huz0z8pid94i96,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,as_supplied_by_opta,,Árni Marinó Einarsson,40.0,28.0,75.0,4.0,0.5428,,,,
6rkztq8kdlpsnthcqgnexvris,2026-08-09,18,Thór,ÍA,A,0-2,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,5,4,17,6,2,6,7,,17,22,,,,,,,,,,,,,,,,,,,,18,6,,,1,13,,3,,10,,,3,4,,,1,,,,34,25,1,,49,1,,13,,2,2,,2,,,10,7,,2,48,17,2,90,,,,36,,18,7,1,1,1,,1,,34,34,1,,6,,,3,4,3,7,,,,,1,13,9,13,14,,,,0,,7,11,1,,34,48,3,2,25,,50,55,,,,,,73,,,,,,0,,,,,3.843600,3.055200,1.993300,1.225400,dys496cnlmowm95ehcfgcrvbm,lineup_position,ia_thor_2026_08_09_ma2.json,ia_thor_2026_08_09_ma12.json,2026-09-06T22:48:31Z,2vfiu4zekww816g1j3bverill,A. Stefánsson,2vfiu4zekww816g1j3bverill,as_supplied_by_opta,,Aron Birkir Stefánsson,40.0,34.0,46.15,7.0,-0.0067,,,,
6s3ij28l2gs2ge13k1ldahous,2026-08-09,18,Víkingur R,ÍBV,H,2-2,Aron Snær Friðriksson,A. Friðriksson,7djiu062df2mock06lrukjw0l,29,Goalkeeper,32,,3,1,2,2,3,,4,35,,,,,,,,,,,,,,,,,,,,6,1,,,,5,,,,4,,,,,,,2,,,,,,1,,14,1,,1,,2,2,,,,,3,2,,10,4,3,,90,,,,36,,,,,,1,,1,,2,2,2,,1,,,13,,,,,,,,,,,,34,,,,0,,33,,2,,,4,,2,5,,6,37,,,,,,41,,,,,,0,,,,,3.051700,2.263300,1.726700,0.995300,7gmdb4hmtrz199zv9r66qy9qp,lineup_position,vikingur_r_ibv_2026_08_09_ma2.json,vikingur_r_ibv_2026_08_09_ma12.json,2026-09-06T22:48:32Z,7djiu062df2mock06lrukjw0l,A. Friðriksson,7djiu062df2mock06lrukjw0l,as_supplied_by_opta,,Aron Snær Friðriksson,94.59,66.67,100.0,0.0,-0.2733,,,,
6s3ij28l2gs2ge13k1ldahous,2026-08-09,18,ÍBV,Víkingur R,A,2-2,Ari í Haraldsstovu Petersen,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,33,Goalkeeper,38,3,2,1,1,8,1,,7,40,,,,,,,,,,,,,,,,,,,,17,5,,,,19,,,,9,,,2,2,,,2,,,,,,1,,30,1,,3,,2,2,,2,,,10,8,,11,8,2,1,90,,,,45,,1,,,,,,,,12,12,7,,4,,,11,3,3,6,,,,,,,,,37,,,,0,,44,6,2,,,8,3,1,6,,18,52,,,,,,71,,,,,,0,,,,,2.516800,2.516800,1.983500,1.983500,3tlx1zjkgrsdky3abrqe2c9c3,lineup_position,vikingur_r_ibv_2026_08_09_ma2.json,vikingur_r_ibv_2026_08_09_ma12.json,2026-09-06T22:48:32Z,92h0ymqm9kvcav8rvzftpvq0a,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,as_supplied_by_opta,,Ari í Haraldsstovu Petersen,76.92,38.89,33.33,6.0,-0.0165,,,,
6slosuahlke6xjbyujytmsrv8,2026-08-09,18,KA,FH,H,0-1,Ívar Arnbro Þórhallsson,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,1,Goalkeeper,15,3,4,3,2,4,2,,6,19,,,1,,,,,,,,,,,,,,,,,11,7,,,,9,,,,4,,,2,2,,1,3,,,,5,3,1,,21,1,,7,,1,1,,,,,6,5,,5,17,4,2,90,,,,21,,6,3,1,1,,,,,16,16,3,,,2,,7,1,1,2,,,,,,1,,1,11,,,,0,,17,5,3,,5,16,1,2,9,,20,33,,,,,,45,,,,,,0,,,,,1.365800,1.365800,0.905200,0.905200,4mo70a9j7p2ersbrieg5aw3dg,lineup_position,ka_fh_2026_08_09_ma2.json,ka_fh_2026_08_09_ma12.json,2026-09-06T22:48:31Z,b4ffy39rimcfhu66yflwba8t0,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,as_supplied_by_opta,,Ívar Arnbro Þórhallsson,57.58,30.0,42.86,2.0,-0.0948,,,,
6slosuahlke6xjbyujytmsrv8,2026-08-09,18,FH,KA,A,1-0,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,11,1,2,3,1,8,2,,3,13,,,2,,,,,,,,,,,,,,,,,10,8,,,,13,,2,,2,,1,1,3,,2,2,,,,3,2,1,,8,1,,4,,,,,2,,,8,8,,7,4,2,1,90,,,,12,,2,,,,,,,,5,5,3,,,,,3,4,1,5,,,,1,,2,1,2,9,,,,0,,14,2,2,,3,4,2,1,4,,8,18,,,,,,35,,,,,,0,,,,,1.343100,1.343100,1.172800,1.172800,2ci0yr2esa7y4etjvl5vau077,lineup_position,ka_fh_2026_08_09_ma2.json,ka_fh_2026_08_09_ma12.json,2026-09-06T22:48:31Z,29q6xnzs6z0lnt8ntpiber696,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,as_supplied_by_opta,,Jökull Andrésson,72.22,37.5,75.0,5.0,1.1728,,,,
6t5appp7jrj2ahujvic3oerdg,2026-08-09,18,Stjarnan,Keflavík,H,1-0,Darri Bergmann Gylfason,D. Gylfason,avflmttzm1tzjdh47aqxibi1g,1,Goalkeeper,23,1,2,4,2,6,,,1,25,,,1,,,,,,,,,,,,,,,,,4,5,,,,9,,1,,2,,1,,1,,1,2,1,,,1,1,1,,14,1,,4,,,,,,1,,6,6,,7,4,2,,90,,,,23,,1,,,,,,,,3,3,3,,1,1,,7,1,,1,,,,,,,,,20,,,,0,,24,3,2,,1,4,,2,1,,4,28,,,,,,38,,,,,,0,,,,,0.646700,0.646700,0.290900,0.290900,23vg6q15dzr375k6757j06wkq,lineup_position,stjarnan_keflavik_2026_08_09_ma2.json,stjarnan_keflavik_2026_08_09_ma12.json,2026-09-06T22:48:31Z,avflmttzm1tzjdh47aqxibi1g,D. Gylfason,avflmttzm1tzjdh47aqxibi1g,as_supplied_by_opta,,Darri Bergmann Gylfason,89.29,25.0,100.0,1.0,0.2909,,,,
6t5appp7jrj2ahujvic3oerdg,2026-08-09,18,Keflavík,Stjarnan,A,0-1,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,18,2,8,7,,3,1,,13,26,,,1,,,,,,,,,,,,,,,,,21,12,,,,12,,1,,5,,,2,2,,1,,,,,15,6,1,,34,1,,15,,1,1,,3,,,6,3,,4,23,8,1,90,,,,22,,,,3,2,,,,,18,18,3,,3,,,6,3,4,7,,,,,,5,1,5,16,,,,0,,21,5,,,15,23,3,,5,,31,44,,,,,,57,,,,,,0,,,,,2.905200,2.905200,2.196600,2.196600,96h322mg5vnaneem9fjzgvioq,lineup_position,stjarnan_keflavik_2026_08_09_ma2.json,stjarnan_keflavik_2026_08_09_ma12.json,2026-09-06T22:48:31Z,67iuqfijm1h3db1j85g111rf8,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,as_supplied_by_opta,,Ásgeir Orri Magnússon,59.09,41.94,46.67,7.0,1.1966,,,,
6tvh4l4z7vq7wuo2difle5q8k,2026-08-09,18,Breidablik,Valur,H,1-3,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,23,3,4,2,1,1,2,,8,27,,,,,,,,,,,,,,,,,,,,10,11,,,,6,,1,,5,,,2,3,,,,,,,2,1,1,,25,1,,3,,3,3,,,,,1,1,,3,7,5,2,90,,,,28,,1,1,,,,,,,5,5,5,,1,,,4,1,2,3,,,,,,1,1,1,25,,,,0,,26,5,,,2,6,,1,4,,12,32,,,,,,37,,,,,,0,,,,,1.914100,1.914100,1.855200,1.855200,c6hu27u143y4z4te8b4036bae,lineup_position,breidablik_valur_2026_08_09_ma2.json,breidablik_valur_2026_08_09_ma12.json,2026-09-06T22:48:32Z,9zzg49vnaufp7j6yj7pcg6sb9,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,as_supplied_by_opta,,Anton Ari Einarsson,84.38,66.67,66.67,3.0,-1.1448,,,,
6tvh4l4z7vq7wuo2difle5q8k,2026-08-09,18,Valur,Breidablik,A,3-1,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,18,Goalkeeper,13,2,6,6,,8,2,,7,19,,,,,,,,,,,,,,,,,,,,11,5,,,,15,,1,,4,,,,1,,,,,,,11,7,1,,26,1,,10,,1,1,,,,,12,8,,3,19,6,,90,,,,20,,1,5,1,,,,,,17,17,3,,1,,,7,2,2,4,1,,,,,3,3,3,12,,,,0,,17,5,,,11,19,,,9,,24,36,,,,,,48,,,,,,0,,,,,1.176000,1.176000,0.399000,0.399000,khmdmbol7850k3i07yusgpn,lineup_position,breidablik_valur_2026_08_09_ma2.json,breidablik_valur_2026_08_09_ma12.json,2026-09-06T22:48:32Z,c4esrbgbv6v715768v2cb676d,F. Schram,c4esrbgbv6v715768v2cb676d,as_supplied_by_opta,,Frederik August Albrecht Schram,52.78,29.17,60.0,4.0,-0.601,,,,
6ue3r1od5rd4bx2onlta00ff8,2026-08-10,18,Fram,KR,H,2-5,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,11,3,4,6,,4,2,,7,15,,,,,,,,,,,,,,,,,,,,20,4,,,,7,,4,,3,,,,2,,,2,,,,9,8,1,,15,1,,8,,5,5,,,,,6,4,,9,11,4,1,90,,,,14,,2,2,,,,,,,10,10,1,,1,1,,1,6,2,8,,,,1,1,3,3,3,8,,,,0,,14,5,2,,9,11,,,6,,17,25,,,,,,39,,,,,,0,,,,,5.443500,5.443500,5.686300,5.686300,ta7x6ep3lniyckj6la77zw,lineup_position,fram_kr_2026_08_10_ma2.json,fram_kr_2026_08_10_ma12.json,2026-09-06T22:48:31Z,ep3hf2ww6epapo978sbn665be,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,as_supplied_by_opta,,Viktor Freyr Sigurðsson,60.0,41.18,75.0,8.0,0.6863,,,,
6ue3r1od5rd4bx2onlta00ff8,2026-08-10,18,KR,Fram,A,5-2,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,30,2,2,10,3,4,2,,4,32,,,,,,,,,,,,,,,,,,,,19,6,,,,13,,1,,4,,,,2,,,3,,,,8,8,1,,22,1,,11,,2,2,,,,,8,4,,17,13,2,1,90,,,,30,,2,1,,,,,,,12,12,4,1,1,1,,5,1,1,3,,,,,,2,2,2,20,,,,0,,31,6,3,,8,13,1,3,7,,16,44,,,,,,55,,,,,,0,,,,,2.540300,2.540300,1.795900,1.795900,629yaod9sjr350jvivp78vwfz,lineup_position,fram_kr_2026_08_10_ma2.json,fram_kr_2026_08_10_ma12.json,2026-09-06T22:48:31Z,cdx5akkzjrm6j7erasu8k4hlg,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,as_supplied_by_opta,,Halldór Snær Georgsson,72.73,25.0,90.91,3.0,-0.2041,,,,
6wi5wxrwda5p9lb7u9u939tsk,2026-08-15,19,Thór,Keflavík,H,0-2,Aron Birkir Stefánsson,A. Stefánsson,2vfiu4zekww816g1j3bverill,1,Goalkeeper,26,4,8,6,2,5,4,,12,34,,,2,,,,,,,,,,,,,,,,,8,6,,,,14,,,,5,,,,,,2,2,,,,12,8,1,,32,1,,9,,2,,2,1,,,11,6,,11,20,8,1,90,,,,37,,5,5,,,,,,,16,16,2,,2,1,,6,1,1,2,,,,,1,5,4,5,26,,,,0,,30,7,2,,11,19,1,2,12,,27,49,,,,,,60,,,,,,0,,,,,2.058600,2.058600,1.339000,1.339000,dys496cnlmowm95ehcfgcrvbm,lineup_position,thor_keflavik_2026_08_15_ma2.json,thor_keflavik_2026_08_15_ma12.json,2026-09-06T22:48:31Z,2vfiu4zekww816g1j3bverill,A. Stefánsson,2vfiu4zekww816g1j3bverill,as_supplied_by_opta,,Aron Birkir Stefánsson,69.39,44.44,66.67,2.0,-0.661,,,,
6wi5wxrwda5p9lb7u9u939tsk,2026-08-15,19,Keflavík,Thór,A,2-0,Ásgeir Orri Magnússon,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,1,Goalkeeper,17,1,2,1,2,5,1,,3,19,,,,,,,,,,,,,,,,,,,,2,4,,,,9,,,,9,,1,1,2,,,2,1,,,12,7,1,,33,1,,10,,,,,2,1,,4,5,,9,21,2,1,90,,,,33,,2,3,1,1,,,,,27,27,3,,4,1,,3,1,1,2,,,,,,1,,1,17,,,,0,,24,3,2,,12,21,2,2,16,,29,45,,,,,,58,,,,,,0,,,,,0.307400,0.307400,0.074000,0.074000,96h322mg5vnaneem9fjzgvioq,lineup_position,thor_keflavik_2026_08_15_ma2.json,thor_keflavik_2026_08_15_ma12.json,2026-09-06T22:48:31Z,67iuqfijm1h3db1j85g111rf8,Ásgeir Orri Magnússon,67iuqfijm1h3db1j85g111rf8,as_supplied_by_opta,,Ásgeir Orri Magnússon,42.22,10.34,10.0,2.0,0.074,,,,
6uwp0tt9bcdieof3pp3krq1p0,2026-08-16,19,KR,Breidablik,H,3-3,Halldór Snær Georgsson,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,12,Goalkeeper,27,2,5,7,4,7,5,,8,32,,,,,,,,,,,,,,,,,,,1,16,7,,,,13,,2,,7,,,,2,1,,3,,,,5,5,1,1,33,1,,9,,3,2,1,,,,9,7,,11,17,5,,90,,,,36,,1,,,,,1,1,1,14,14,4,,4,1,,2,4,1,5,,,,,,1,1,1,25,,,,0,,29,7,3,,5,17,,4,11,,22,46,,,,,,61,,,,,,0,,,,,3.577200,2.788800,3.016000,2.401000,629yaod9sjr350jvivp78vwfz,lineup_position,kr_breidablik_2026_08_16_ma2.json,kr_breidablik_2026_08_16_ma12.json,2026-09-06T22:48:32Z,cdx5akkzjrm6j7erasu8k4hlg,H. Georgsson,cdx5akkzjrm6j7erasu8k4hlg,as_supplied_by_opta,,Halldór Snær Georgsson,69.57,36.36,77.78,5.0,0.016,,,,
6uwp0tt9bcdieof3pp3krq1p0,2026-08-16,19,Breidablik,KR,A,3-3,Anton Ari Einarsson,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,1,Goalkeeper,22,5,5,2,,6,4,,9,27,,,,,,,,,,,,,,,,,,,,18,6,,,,11,,1,,11,,,1,1,,,,,,,4,4,1,,34,1,,2,,3,3,,,,,10,6,,3,18,5,1,90,,,,38,,1,1,1,1,,,,,18,18,1,,6,,,8,6,1,7,,,,,,,,,24,,,,0,,27,13,,,4,18,,,10,,27,45,,,,,,58,,,,,,0,,,,,2.624400,2.624400,2.534500,2.534500,c6hu27u143y4z4te8b4036bae,lineup_position,kr_breidablik_2026_08_16_ma2.json,kr_breidablik_2026_08_16_ma12.json,2026-09-06T22:48:32Z,9zzg49vnaufp7j6yj7pcg6sb9,A. Einarsson,9zzg49vnaufp7j6yj7pcg6sb9,as_supplied_by_opta,,Anton Ari Einarsson,60.0,33.33,100.0,7.0,-0.4655,,,,
6vfgmnz3tshqp7g3kame6zc44,2026-08-16,19,FH,Víkingur R,H,2-4,Jökull Andrésson,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,1,Goalkeeper,19,1,,6,,3,2,,5,19,,,,,,,,,,,,,,,,,,,,12,9,,,,10,,1,,2,,,1,2,,1,2,,,,,,1,,13,1,,8,,4,4,,1,,,6,5,,6,3,,2,90,,,,14,,,,,,,,,,8,8,3,,2,,,6,2,2,4,,,,,,,,,11,,,,0,,23,3,2,,,2,1,,4,,9,25,,,,,,38,,,,,1,0,,,,,2.536400,2.536400,3.667100,3.667100,2ci0yr2esa7y4etjvl5vau077,lineup_position,fh_vikingur_r_2026_08_16_ma2.json,fh_vikingur_r_2026_08_16_ma12.json,2026-09-06T22:48:31Z,29q6xnzs6z0lnt8ntpiber696,J. Andrésson,29q6xnzs6z0lnt8ntpiber696,as_supplied_by_opta,,Jökull Andrésson,76.0,55.56,75.0,4.0,-0.3329,,,,
6vfgmnz3tshqp7g3kame6zc44,2026-08-16,19,Víkingur R,FH,A,4-2,Aron Snær Friðriksson,A. Friðriksson,7djiu062df2mock06lrukjw0l,29,Goalkeeper,15,1,2,,1,4,2,,3,17,,,,,,,,,,,,,,,,,,,,6,4,,,,7,,,,5,,,,,,,2,,,,2,2,1,,14,1,,,,2,2,,,,,6,4,,4,7,2,1,90,,,,24,,,1,,,,,,,7,7,1,,,,,6,1,,1,,,,,,,,,17,,,,0,,17,1,2,,2,7,,1,9,,10,24,,,,,,31,,,,,,0,,,,,1.241300,1.241300,1.662800,1.662800,7gmdb4hmtrz199zv9r66qy9qp,lineup_position,fh_vikingur_r_2026_08_16_ma2.json,fh_vikingur_r_2026_08_16_ma12.json,2026-09-06T22:48:31Z,7djiu062df2mock06lrukjw0l,A. Friðriksson,7djiu062df2mock06lrukjw0l,as_supplied_by_opta,,Aron Snær Friðriksson,70.83,30.0,,1.0,-0.3372,,,,
6vzuyvix8yx5h2qeen26rpdzo,2026-08-16,19,ÍBV,ÍA,H,1-3,Ari í Haraldsstovu Petersen,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,33,Goalkeeper,30,1,3,2,1,7,,,4,33,,,1,,,,,,,,,,,,,,,,,11,2,,,,9,,2,,4,,,1,2,,1,,,,,2,1,1,,13,1,,3,,3,2,1,1,,1,8,7,,9,4,3,1,90,,,,32,,2,1,,,,,,,3,3,,,1,,,14,3,,3,,,,,,1,1,1,30,,,,0,,32,1,,,2,4,1,1,2,,7,36,,,,,,47,,,,,,0,,,,,1.981600,1.981600,1.749700,1.749700,3tlx1zjkgrsdky3abrqe2c9c3,lineup_position,ibv_ia_2026_08_16_ma2.json,ibv_ia_2026_08_16_ma12.json,2026-09-06T22:48:32Z,92h0ymqm9kvcav8rvzftpvq0a,A. Petersen,92h0ymqm9kvcav8rvzftpvq0a,as_supplied_by_opta,,Ari í Haraldsstovu Petersen,91.67,57.14,66.67,3.0,-1.2503,,,,
6vzuyvix8yx5h2qeen26rpdzo,2026-08-16,19,ÍA,ÍBV,A,3-1,Árni Marinó Einarsson,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,1,Goalkeeper,4,1,9,2,1,3,6,,10,13,,,,,,,,,,,,,,,,,,,,13,9,,,,10,,2,,4,1,,1,2,1,2,1,1,,,6,1,1,,32,1,,8,,1,1,,2,1,,7,4,,,26,9,1,90,,,,15,,1,4,,,,,,,20,20,1,,1,,,,4,2,6,,,,,2,4,1,4,7,,,,0,,6,4,1,,6,26,3,1,13,,29,32,,,,,,48,,,,,2,0,,,,,2.379800,2.379800,1.903800,1.903800,9ar4wcltrggiz60w77e3z56m2,lineup_position,ibv_ia_2026_08_16_ma2.json,ibv_ia_2026_08_16_ma12.json,2026-09-06T22:48:32Z,9dwayhvpts3huz0z8pid94i96,Á. Einarsson,9dwayhvpts3huz0z8pid94i96,as_supplied_by_opta,,Árni Marinó Einarsson,40.62,34.48,25.0,6.0,0.9038,,,,
6x0t70dkok8iz42fvkaueifpw,2026-08-17,19,Valur,KA,H,4-4,Frederik August Albrecht Schram,F. Schram,c4esrbgbv6v715768v2cb676d,1,Goalkeeper,26,1,,12,,8,1,,2,26,,,,,,,,,,,,,,,,,,,,11,9,,,,13,,,,2,,,,2,,,1,,,,,,1,,8,1,,12,,4,3,1,1,,,7,8,,9,3,,2,90,,,,17,,,1,,,,,,,5,5,5,,,,,13,2,2,4,,,,1,,,,,13,,,,0,,27,3,1,,,3,1,,3,,6,30,,,,,,46,,,,,,0,,,,,1.423400,1.423400,1.644700,1.644700,khmdmbol7850k3i07yusgpn,lineup_position,valur_ka_2026_08_17_ma2.json,valur_ka_2026_08_17_ma12.json,2026-09-06T22:48:31Z,c4esrbgbv6v715768v2cb676d,F. Schram,c4esrbgbv6v715768v2cb676d,as_supplied_by_opta,,Frederik August Albrecht Schram,86.67,33.33,100.0,4.0,-2.3553,,,,
6x0t70dkok8iz42fvkaueifpw,2026-08-17,19,KA,Valur,A,4-4,Ívar Arnbro Þórhallsson,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,1,Goalkeeper,20,5,2,2,,3,1,,6,22,,,,,,,,,,,,,,,,,,,,20,10,,,,6,,1,,,,,4,4,,,2,,,,7,4,1,,24,1,,8,,4,4,,1,,,3,3,,5,15,2,5,90,,,,24,,4,4,,,,,,,15,15,2,,,1,,8,4,2,6,,,,,1,2,2,2,19,,,,0,,22,6,2,,7,15,1,,8,,21,37,,,,,,49,,,,,,0,,,,,4.401500,4.401500,4.094500,4.094500,4mo70a9j7p2ersbrieg5aw3dg,lineup_position,valur_ka_2026_08_17_ma2.json,valur_ka_2026_08_17_ma12.json,2026-09-06T22:48:31Z,b4ffy39rimcfhu66yflwba8t0,Í. Þórhallsson,b4ffy39rimcfhu66yflwba8t0,as_supplied_by_opta,,Ívar Arnbro Þórhallsson,59.46,28.57,25.0,6.0,0.0945,,,,
6xjl7mw9b6w95t0k4u2onwqok,2026-08-17,19,Fram,Stjarnan,H,3-1,Viktor Freyr Sigurðsson,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,22,Goalkeeper,15,2,5,2,,4,2,,6,20,,,,,,,,,,,,,,,,,,,,8,7,,,,7,,,,5,,,,,,,,,,,5,3,1,,13,1,,3,,1,1,,1,,,5,4,,9,11,6,1,90,,,,24,,1,3,,,,,,,9,9,1,,1,,,6,,,,,,,,,3,1,2,17,,,,0,,18,4,,,4,10,1,,8,,14,28,,,,,,34,,,1,1,,0,,,,,1.492700,1.492700,0.262200,0.262200,ta7x6ep3lniyckj6la77zw,lineup_position,fram_stjarnan_2026_08_17_ma2.json,fram_stjarnan_2026_08_17_ma12.json,2026-09-06T22:48:31Z,ep3hf2ww6epapo978sbn665be,V. Sigurðsson,ep3hf2ww6epapo978sbn665be,as_supplied_by_opta,,Viktor Freyr Sigurðsson,71.43,42.86,66.67,0.0,-0.7378,,,,
6xjl7mw9b6w95t0k4u2onwqok,2026-08-17,19,Stjarnan,Fram,A,1-3,Darri Bergmann Gylfason,D. Gylfason,avflmttzm1tzjdh47aqxibi1g,1,Goalkeeper,35,3,3,3,,4,1,,6,38,,,1,,,,,,,,,,,,,,,,,11,5,,,,10,,2,,5,,,1,1,,1,1,,,,1,1,1,,27,1,,4,,3,3,,,,,6,5,,9,11,3,,90,,,,42,,,3,,,,,,,11,11,4,,1,,,12,4,,4,,,,,,,,,34,,,,0,,37,5,1,,1,11,1,,8,,16,48,,,,,,59,,,,,,0,,,,,2.079000,2.079000,2.255100,2.255100,23vg6q15dzr375k6757j06wkq,lineup_position,fram_stjarnan_2026_08_17_ma2.json,fram_stjarnan_2026_08_17_ma12.json,2026-09-06T22:48:31Z,avflmttzm1tzjdh47aqxibi1g,D. Gylfason,avflmttzm1tzjdh47aqxibi1g,as_supplied_by_opta,,Darri Bergmann Gylfason,79.17,37.5,75.0,4.0,-0.7449,,,,
